"Realm","Character","Sphere 1","Sphere 2","Sphere 3","Sphere 4","Mote 1 Required","","","","","Mote 2 Required","","","",""
"XIII","Fang","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XIII","Serah","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIII","Serah","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIII","Serah","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIII","Serah","Sleep Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIII","Serah","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIII","Cid Raines","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIII","Cid Raines","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIII","Cid Raines","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIII","Cid Raines","Sleep Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIII","Cid Raines","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIII","Noel","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XIII","Noel","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XIII","Noel","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XIII","Noel","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XIII","Noel","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XIII","Nabaat","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIII","Nabaat","Silence Imm. (minor)","HP +200","RES +10","Dark dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIII","Nabaat","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIII","Nabaat","Silence Imm. (moder.)","DEF +20","RES +10","Dark dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIII","Nabaat","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIV","Y'shtola","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIV","Y'shtola","Silence Imm. (minor)","HP +200","BLK dam. +9%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIV","Y'shtola","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIV","Y'shtola","Silence Imm. (moder.)","RES +20","WHT heals +9%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIV","Y'shtola","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIV","Thancred","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIV","Thancred","HP +200","Slow Imm. (minor)","Dagger dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIV","Thancred","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIV","Thancred","DEF +15","Slow Imm. (moder.)","Dagger dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIV","Thancred","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIV","Yda","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XIV","Yda","Blind Imm. (minor)","HP +150","HP +150","Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XIV","Yda","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XIV","Yda","Blind Imm. (moder.)","HP +250","HP +250","Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XIV","Yda","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XIV","Papalymo","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIV","Papalymo","Sleep Imm. (minor)","HP +200","MAG +10","Fire dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIV","Papalymo","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIV","Papalymo","Fire Res. (minor)","RES +20","MAG +10","Fire dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIV","Papalymo","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIV","Alphinaud","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIV","Alphinaud","Sleep Imm. (minor)","HP +200","RES +10","SUM dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIV","Alphinaud","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIV","Alphinaud","Sleep Imm. (moder.)","DEF +20","RES +10","SUM dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIV","Alphinaud","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIV","Minfilia","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIV","Minfilia","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIV","Minfilia","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIV","Minfilia","Holy Res. (minor)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIV","Minfilia","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIV","Cid (XIV)","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIV","Cid (XIV)","DEF +10","Paralyze Imm. (minor)","Gun dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIV","Cid (XIV)","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIV","Cid (XIV)","Holy Res. (minor)","RES +20","HP +250","Gun dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIV","Cid (XIV)","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIV","Ysayle","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIV","Ysayle","Sleep Imm. (minor)","HP +200","RES +10","Ice dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIV","Ysayle","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIV","Ysayle","Sleep Imm. (moder.)","DEF +20","RES +10","Ice dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIV","Ysayle","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIV","Haurchefant","DEF +10","RES +10","DEF +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIV","Haurchefant","Confuse Imm. (minor)","RES +10","HP +200","PHY dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIV","Haurchefant","DEF +20","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIV","Haurchefant","RES +20","Confuse Imm. (moder.)","PHY dam. +6%","HP +300","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIV","Haurchefant","HP +500","Legend Materia 2","ATK +20","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIV","Estinien","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XIV","Estinien","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XIV","Estinien","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XIV","Estinien","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XIV","Estinien","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XIV","Alisaie","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIV","Alisaie","Sleep Imm. (minor)","HP +200","MAG +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIV","Alisaie","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIV","Alisaie","Sleep Imm. (moder.)","RES +20","MAG +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIV","Alisaie","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XV","Noctis","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XV","Noctis","HP +200","Blind Imm. (minor)","PHY dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XV","Noctis","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XV","Noctis","DEF +15","Blind Imm. (moder.)","PHY dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XV","Noctis","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XV","Gladiolus","DEF +10","HP +150","ATK +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XV","Gladiolus","Confuse Imm. (minor)","RES +10","HP +200","Earth dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XV","Gladiolus","HP +250","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XV","Gladiolus","RES +20","Confuse Imm. (moder.)","Earth dam. +6%","HP +400","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XV","Gladiolus","DEF +20","Legend Materia 2","ATK +15","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XV","Ignis","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XV","Ignis","Paralyze Imm. (minor)","HP +150","HP +150","Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XV","Ignis","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XV","Ignis","Paralyze Imm. (moder.)","HP +250","HP +250","Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XV","Ignis","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XV","Prompto","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XV","Prompto","DEF +10","Paralyze Imm. (minor)","Lightning dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XV","Prompto","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XV","Prompto","Paralyze Imm. (moder.)","RES +20","HP +250","Lightning dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XV","Prompto","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XV","Iris","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XV","Iris","Silence Imm. (minor)","HP +150","WHT heals +3%","HP +150","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XV","Iris","RES +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XV","Iris","Silence Imm. (moder.)","DEF +20","WHT heals +6%","HP +200","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XV","Iris","RES +20","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XV","Aranea","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XV","Aranea","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XV","Aranea","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XV","Aranea","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XV","Aranea","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XV","Cor","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XV","Cor","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XV","Cor","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XV","Cor","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XV","Cor","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XV","Ardyn","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XV","Ardyn","Blind Imm. (minor)","HP +150","HP +150","Dark and Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XV","Ardyn","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XV","Ardyn","Blind Imm. (moder.)","HP +250","HP +250","Dark and Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XV","Ardyn","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XV","Lunafreya","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XV","Lunafreya","Sleep Imm. (minor)","HP +200","MAG +10","SUM dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XV","Lunafreya","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XV","Lunafreya","Sleep Imm. (moder.)","RES +20","MAG +10","SUM dam. +6%","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XV","Lunafreya","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XV","Ravus","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XV","Ravus","Blind Imm. (minor)","HP +150","HP +150","Lightning and Dark dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XV","Ravus","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XV","Ravus","Blind Imm. (moder.)","HP +250","HP +250","Lightning and Dark dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XV","Ravus","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XVI","Clive","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XVI","Clive","Blind Imm. (minor)","HP +150","HP +150","Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XVI","Clive","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XVI","Clive","Blind Imm. (moder.)","HP +250","HP +250","Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XVI","Clive","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XVI","Jill","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XVI","Jill","Silence Imm. (minor)","HP +200","RES +10","Ice dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XVI","Jill","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XVI","Jill","Silence Imm. (moder.)","DEF +20","RES +10","Ice dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XVI","Jill","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XVI","Joshua","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XVI","Joshua","Silence Imm. (minor)","HP +200","MAG +10","BLK and WHT dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XVI","Joshua","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XVI","Joshua","Silence Imm. (moder.)","RES +20","MAG +10","BLK and WHT dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XVI","Joshua","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XVI","Cidolfus","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XVI","Cidolfus","Silence Imm. (minor)","HP +200","RES +10","Lightning dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XVI","Cidolfus","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XVI","Cidolfus","Silence Imm. (moder.)","DEF +20","RES +10","Lightning dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XVI","Cidolfus","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"FFT","Ramza","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"FFT","Ramza","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"FFT","Ramza","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"FFT","Ramza","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"FFT","Ramza","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"FFT","Agrias","DEF +10","HP +150","ATK +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"FFT","Agrias","Confuse Imm. (minor)","RES +10","HP +200","Holy dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"FFT","Agrias","HP +250","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"FFT","Agrias","RES +20","Holy Res. (minor)","Holy dam. +6%","HP +400","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"FFT","Agrias","DEF +20","Legend Materia 2","ATK +15","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"FFT","Delita","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"FFT","Delita","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"FFT","Delita","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"FFT","Delita","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"FFT","Delita","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"FFT","Ovelia","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"FFT","Ovelia","Silence Imm. (minor)","HP +150","WHT heals +3%","HP +150","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"FFT","Ovelia","RES +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"FFT","Ovelia","Silence Imm. (moder.)","DEF +20","WHT heals +6%","HP +200","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"FFT","Ovelia","RES +20","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"FFT","Mustadio","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"FFT","Mustadio","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"FFT","Mustadio","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"FFT","Mustadio","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"FFT","Mustadio","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"FFT","Orlandeau","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"FFT","Orlandeau","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"FFT","Orlandeau","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"FFT","Orlandeau","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"FFT","Orlandeau","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"FFT","Gaffgarion","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"FFT","Gaffgarion","Blind Imm. (minor)","HP +150","HP +150","Dark dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"FFT","Gaffgarion","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"FFT","Gaffgarion","Blind Imm. (moder.)","HP +250","HP +250","Dark dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"FFT","Gaffgarion","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"FFT","Rapha","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"FFT","Rapha","Sleep Imm. (minor)","HP +200","MAG +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"FFT","Rapha","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"FFT","Rapha","Sleep Imm. (moder.)","RES +20","MAG +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"FFT","Rapha","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"FFT","Marach","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"FFT","Marach","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"FFT","Marach","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"FFT","Marach","Sleep Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"FFT","Marach","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"FFT","Meliadoul","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"FFT","Meliadoul","Blind Imm. (minor)","HP +150","HP +150","Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"FFT","Meliadoul","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"FFT","Meliadoul","Blind Imm. (moder.)","HP +250","HP +250","Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"FFT","Meliadoul","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"FFT","Marche","DEF +10","HP +150","ATK +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"FFT","Marche","Blind Imm. (minor)","RES +10","HP +200","PHY dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
