"Realm","Character","Img","Name","Tier","LM Ver","Effect","Mastery Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"III","Arc","","Studious Orphan","LMR","LMR2","Grants [Attach Water] at the beginning of the battle","MND +10","Golden Staff (III)","博識な少年","201030203","4","✓","✓"
"III","Arc","","Plucky Orphan","LMR","LMR3","25% chance to dualcast Summoning abilities","MND +10","Royal Crown (III)","芯強き少年","201030204","4","✓","✓"
"III","Arc","","Onslaught (Arc)","LMR+","LMR+1","35% chance to cast Reflux Leviath after using a Water or Holy ability","MAG +10","Laurel Crown (III)","遊撃【アルクゥ】","201030205","","✓","✓"
"III","Arc","","Bravery: Arc","LMR++","LMR++1","100% chance to Dualcast every 3rd Holy/Water ability & Holy/Water Damage +10%; Quick ATB 1 at the start of battle","","Heavenly Axis (III)","勇晶・アルクゥ","201030206","","",""
"III","Refia","","Light of Affection","LM","LM1","Increases Fire damage dealt by 10%","","-","色恋沙汰への興味","201030300","","✓","✓"
"III","Refia","","Competitive Spirit","LM","LM2","Grants [ATK +50% for Next Damaging Action] to the user after dealing a critical hit","","-","灼熱の闘技","201030301","","✓","✓"
"III","Refia","","Deadly Charm","LMR","LMR1","25% chance to dualcast abilities that deal Fire damage","ATK +10","Refia's Tunic (III)","乙女の可愛げ","201030302","1","✓","✓"
"III","Refia","","The Road Ahead","LMR","LMR2","Grants [Attach Fire] at the beginning of the battle","ATK +10","Cat-ear Hood (III)","旅立ちの決意","201030303","4","✓","✓"
"III","Refia","","Onslaught (Refia)","LMR+","LMR+1","35% chance to cast Flame Blossom after dealing damage with a Monk attack","ATK +10","Dragon Claws (III)","遊撃【レフィア】","201030304","","✓",""
"III","Refia","","Quickstrike (Refia)","LMR+","LMR+2","Grants [Fire Ability Quick Cast (15s)] and [Flame Lash Follow-Up] at the beginning of the battle","ATK +10","Minerva Bustier (III)","迅撃【レフィア】","201030305","","✓",""
"III","Refia","","Bravery: Refia","LMR++","LMR++1","PHY Damage +20% with Fist equipped; Quick ATB 1 at the start of battle","","Karate Gi (III)","勇晶・レフィア","201030306","","",""
"III","Ingus","","Gaia's Champion","LM","LM1","Knight abilities deal 15% more damage","","-","大地の戦士","201030400","","✓","✓"
"III","Ingus","","Grim Protector","LM","LM2","ATK +3% for each hit taken by damaging attacks, up to +50%","","-","果敢なる守り手","201030401","","✓","✓"
"III","Ingus","","Loyal Heart","LMR","LMR1","25% chance to reduce damage taken by 30% when equipping a shield or heavy armor","ATK +10","Genji Shield (III)","忠義の精神","201030402","1","✓","✓"
"III","Ingus","","Resolute Warrior","LMR","LMR2","Grants [Attach Earth] at the beginning of the battle","ATK +10","Genji Armor (III)","奥ゆかしき凄腕兵士","201030403","4","✓","✓"
"III","Ingus","","Stoic Knight","LMR","LMR3","25% chance to cast an ability (PHY: single, 3x 0.42 physical Earth/NE, restores 1500 HP to the lowest HP% ally) after using a Knight ability","ATK +10","Knight's Helm (III)","静かなる騎士","201030404","4","✓","✓"
"III","Ingus","","Hidden Feelings","LMR","LMR4","25% chance to dualcast Knight abilities","ATK +10","Genji Helm (III)","秘めたる恋慕","201030405","5","✓","✓"
"III","Ingus","","Catalyst (Ingus)","LMR+","LMR+1","Grants [ATK and DEF +30% (15s)] and [Quick Cast] to the user after using three Knight abilities (only triggers once per battle)","ATK +10","Januwiyah (III)","契機【イングズ】","201030406","","","✓"
"III","Ingus","","Bravery: Ingus (Earth)","LMR++","LMR++1","100% chance to Dualcast every 3rd Earth ability & Earth Damage +10%; Quick ATB 1 at the start of battle","","Lifesaber (III)","勇晶・イングズ地","201030407","","",""
"III","Desch","","Ancient Wisdom","LM","LM1","Increases Lightning damage dealt by 10%","","-","古代の英知","201030500","","✓","✓"
"III","Desch","","Rekindled Memory","LM","LM2","35% chance to dualcast abilities that deal Lightning damage","","-","蘇る太古の記憶","201030501","","✓","✓"
"III","Desch","","Total Devotion","LMR","LMR1","MAG +1% for each hit dealt with damaging BLK attacks, up to +20%","MAG +10","Bracer (III)","使命にかける気概","201030502","1","✓","✓"
"III","Desch","","Aimless Wanderer","LMR","LMR2","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","MAG +10","Blood Sword (III)","飄々とした風来坊","201030503","4","✓","✓"
"III","Desch","","Lovestruck Wanderer","LMR","LMR3","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Coral Sword (III)","流浪の伊達男","201030504","5","✓","✓"
"III","Desch","","Bravery: Desch","LMR++","LMR++1","Increases Black Magic damage dealt by 10% when equipped with Sword, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Runemaster (III)","勇晶・デッシュ","201030505","","","✓"
"III","Onion Knight","","Swordsman Sublime","LM","LM1","35% chance to dualcast Celerity abilities","","-","武器術の頂","201030600","","✓","✓"
"III","Onion Knight","","Sorceror Sublime","LM","LM2","35% chance to dualcast Black Magic abilities","","-","魔法術の頂","201030601","","✓","✓"
"III","Onion Knight","","Nom de Guerre","LMR","LMR1","Grants [Instant Cast 2] at the beginning of the battle","ATK +5, MAG +5","Onion Cape (III)","伝説の称号を持つ少年","201030602","1","✓","✓"
"III","Onion Knight","","Power Overflowing","LMR","LMR2","Black Magic abilities deal 25% more damage when equipping a rod or sword","ATK +5, MAG +5","Onion Helm (III)","みなぎる魔力","201030603","4","✓","✓"
"III","Onion Knight","","Bounding Growth","LMR","LMR3","Grants [Attach Water] at the beginning of the battle","MAG +10","Ninja Cowl (III)","飛躍的な成長","201030604","5","✓","✓"
"III","Onion Knight","","Bravery: Onion Knight","LMR++","LMR++1","Increases Physical Damage dealt by 20% when equipped with Sword, casts [Instant Cast 1] after using two celerity/ninja abilities (max 1)","","Hero's Shield (III)","勇晶・オニオンナイト","201030605","","","✓"
"III","Onion Knight","","Bravery: Onion Knight II","LMR++","LMR++2","100% chance to Dualcast every 3rd Wind/Water/Fire/Earth ability & Wind/Water/Fire/Earth Damage +10%; Quick ATB 1 at the start of battle","","Flame Mail (III)","勇晶・オニオンナイトII","201030606","","",""
"III","Cloud of Darkness","","Eldritch Destroyer","LM","LM1","Increases Dark damage dealt by 10%","","-","妖しき破壊者","201030700","","✓","✓"
"III","Cloud of Darkness","","Effusing Darkness","LM","LM2","35% chance to cast an ability (BLK: group, 4.40 magical Dark) after using a Dark ability","","-","溢れし闇の波動","201030701","","✓","✓"
"III","Cloud of Darkness","","Spawn of Darkness","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","MAG +10","Brooding Armguard (III)","闇の氾濫より出でし存在","201030702","1","✓","✓"
"III","Cloud of Darkness","","Herald of Darkness","LMR","LMR2","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","MAG +10","Chaos Mace (III)","無を招く暗雲","201030703","4","✓","✓"
"III","Cloud of Darkness","","Oblivion Seeker","LMR","LMR3","25% chance to dualcast abilities that deal Dark damage","MAG +10","Dark Armlet (III)","虚無を望む者","201030704","5","✓","✓"
"III","Cloud of Darkness","","Hastening (Cloud of Darkness)","LMR+","LMR+1","Grants [Quick Cast 3] after using three Dark abilities","MAG +10","Hades Gloves (III)","短縮【暗闇の雲】","201030705","","✓","✓"
"III","Cloud of Darkness","","Bravery: Cloud of Darkness","LMR++","LMR++1","100% chance to Dualcast every 3rd Dark/Lightning ability & Dark/Lightning Damage +10%; Instant Cast 1 at the start of battle","","Mage's Staff (III)","勇晶・暗闇の雲","201030706","","",""
"III","Aria","","Pure of Heart","LM","LM1","WHT abilities restore 15% more HP","","-","清らかなる心","201030900","","✓","✓"
"III","Aria","","Water Crystal's Boon","LM","LM2","Reduces damage taken by Fire attacks by 25%","","-","水のクリスタルの巫女","201030901","","✓","✓"
"III","Aria","","Crystal Prayer","LMR","LMR1","25% chance to grant [Heals +30%] for 10 seconds to the user after using a WHT ability","MND +10","Spirit Ring (III)","クリスタルに捧ぐ祈り","201030902","1","✓","✓"
"III","Aria","","Duty First","LMR","LMR2","25% chance to dualcast White Magic abilities","MND +10","Lamia's Tiara (III)","使命に殉ずる決意","201030903","4","✓","✓"
"III","Aria","","Maiden of the Wreck","LMR","LMR3","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Angel Robe (III)","難破船に眠りし巫女","201030904","5","✓","✓"
"III","Aria","","Bravery: Aria","LMR++","LMR++1","Heal +10%; Max ATB 1 & once per battle, chases 3 White Magic/Bard abilties with 250 SB Points to user","","Lamia Harp (III)","勇晶・エリア","201030905","","",""
"IV","Cecil (Dark Knight)","","Dark Knight's Honor","LM","LM1","Increases Dark damage dealt by 10%","","-","暗黒騎士の侠気","201040100","","✓","✓"
"IV","Cecil (Dark Knight)","","Thirsting Fang","LM","LM2","40% chance of restoring HP to the user for 40% of the damage dealt with single-target Dark attacks","","-","赤き血の牙","201040101","","✓","✓"
"IV","Cecil (Dark Knight)","","Thirsting Blade","LMR","LMR1","Grants [Last Stand] and [Thirsting Blade] for 25 seconds when HP fall below 20%","ATK +10","Hades Armor (IV)","赤き呪いの剣","201040102","1","✓","✓"
"IV","Cecil (Dark Knight)","","Dark Power","LMR","LMR2","Grants [Attach Dark] at the beginning of the battle","ATK +10","Arondight (IV)","深き闇の力","201040103","4","✓","✓"
"IV","Cecil (Dark Knight)","","Dark Elite","LMR","LMR3","25% chance to dualcast Darkness abilities","ATK +10","Soul Sabre (IV)","暗黒の精鋭","201040104","5","✓","✓"
"IV","Cecil (Dark Knight)","","Hastening (Cecil (Dark Knight))","LMR+","LMR+1","Grants [Quick Cast 3] after using three Darkness abilities","ATK +10","Chaos Blade (IV)","短縮【セシル(暗黒騎士)】","201040105","","✓","✓"
"IV","Cecil (Dark Knight)","","Bravery: Cecil (Dark Knight)","LMR++","LMR++1","100% chance to Dualcast every 3rd Dark ability & Dark Damage +10%; Quick ATB 1 at the start of battle","","Demon Gloves (IV)","勇晶・セシル闇","201040106","","",""
"IV","Cecil (Paladin)","","Harmonious Soul","LM","LM1","Reduces damage taken by Holy attacks by 10%","","-","和を重んじる騎士","201040200","","✓","✓"
"IV","Cecil (Paladin)","","Guileless Paladin","LM","LM2","40% chance to cover PHY attacks that target allies, reducing damage taken by 50%","","-","聖騎士の誠心","201040201","","✓","✓"
"IV","Cecil (Paladin)","","Indomitable","LMR","LMR1","DEF +3% for each hit taken by damaging attacks, up to +35%","ATK +10","Cecil's Guise (IV)","逆境を越えし聖騎士","201040202","4","✓","✓"
"IV","Cecil (Paladin)","","Ardor's Light","LMR","LMR2","Grants [Attach Holy] at the beginning of the battle","ATK +10","Caesar's Plate (IV)","試練の果てに掴んだ光","201040203","1","✓","✓"
"IV","Cecil (Paladin)","","Led by the Moon","LMR","LMR3","25% chance to dualcast Knight abilities","ATK +10","Crystal Shield (IV)","月の導き","201040204","4","✓","✓"
"IV","Cecil (Paladin)","","Holy Dawn","LMR","LMR4","MND +1% for each hit dealt with White Magic abilities, up to +25%","MND +10","Crystal Armlet (IV)","聖なる力の開花","201040205","4","✓","✓"
"IV","Cecil (Paladin)","","Holy Promise","LMR","LMR5","25% chance to dualcast White Magic abilities","MND +10","Platinum Armor (IV)","聖なる力の可能性","201040206","4","✓","✓"
"IV","Cecil (Paladin)","","Catalyst (Cecil (Paladin))","LMR+","LMR+1","Grants [Holy Knight Mode] after using three Holy abilities (only triggers once per battle)","ATK +5, MND +5","Lifesaber (IV)","契機【セシル(聖)】","201040207","","","✓"
"IV","Cecil (Paladin)","","Bravery: Cecil (Paladin)","LMR++","LMR++1","100% chance to Dualcast every 3rd Holy ability & Holy Damage +10%; Quick ATB 1 at the start of battle","","Diamond Helm (IV)","勇晶・セシル聖","201040208","","",""
"IV","Kain","","Echoing Roar","LM","LM1","Increases Lightning damage dealt by 10%","","-","轟きし竜の咆哮","201040300","","✓","✓"
"IV","Kain","","Soaring Dragoon","LM","LM2","ATK +2% for each hit dealt with jump attacks, up to +50%","","-","高き天を翔けし竜騎士","201040301","","✓","✓"
"IV","Kain","","Dragoon's Essence","LMR","LMR1","Dragoon abilities deal 25% more damage when equipping a spear","ATK +10","Dragoon Bracers (IV)","竜騎士の証","201040302","1","✓","✓"
"IV","Kain","","Weak No More","LMR","LMR2","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Thunder Shield (IV)","弱き心との決別","201040303","4","✓","✓"
"IV","Kain","","Dragoon Resolute","LMR","LMR3","25% chance to dualcast Dragoon abilities","ATK +10","Lightseeker Cap (IV)","克己の竜騎士","201040304","4","✓","✓"
"IV","Kain","","Bravery: Kain","LMR++","LMR++1","Increases Lightning/Dark damage dealt by 10%, Grants [200% ATB 1] at the beginning of the battle, and casts [Brave Crystal's Might (Kain)] after using three Dragoon abilities (max 1)","","Reflect Mail (IV)","勇晶・カイン","201040305","","","✓"
"IV","Rydia","","Eidolon's Legacy","LM","LM1","SUM attacks deal 10% more damage","","-","召喚士の末裔","201040400","","✓","✓"
"IV","Rydia","","Eidolon's Beloved","LM","LM2","35% chance to dualcast Summoning abilities","","-","幻獣に愛されし者","201040401","","✓","✓"
"IV","Rydia","","Gifted Summoner","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Summoning ability","MAG +10","Rydia's Guise (IV)","類まれな召喚の才","201040402","1","✓","✓"
"IV","Rydia","","Pristine Spirit","LMR","LMR2","Grants [Attach Water] at the beginning of the battle","MAG +10","Diamond Armlet (IV)","汚れなき心","201040403","4","✓","✓"
"IV","Rydia","","Opposing Fate","LMR","LMR3","Grants [Attach Earth] at the beginning of the battle","MAG +10","Whale Whisker (IV)","運命に立ち向かう力","201040404","4","✓","✓"
"IV","Rydia","","Reluctant Fighter","LMR","LMR4","SUM attacks deal 25% more damage when equipping a whip","MAG +10","Platinum Bangle (IV)","気負いなき素直さ","201040405","4","✓","✓"
"IV","Rydia","","Bravery: Rydia","LMR++","LMR++1","100% chance to Dualcast every 3rd Summoning ability; Quick ATB 1 at the start of battle & once per battle, grants Quick Cast 3 to user after using 3 Summoning abilities","","Cleric's Robes (IV)","勇晶・リディア","201040406","","",""
"IV","Rosa","","Gentle Prayer","LM","LM1","WHT abilities restore 15% more HP","","-","優しきいのり","201040600","","✓","✓"
