"Character","Img","Name","HA Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","School","Name (JP)","ID","✓"
"Aranea","","Spearouette Storm","HA2","PHY","Single enemy","Physical","4.00","Lightning, Dark","1.65","Four single ranged attacks (1.00 each), grants [No Air Time 3] to the user","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Dragoon","魔導槍連閃","30181361","✓"
"Cor","","Predecessor's Might","HA1","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Samurai","先代王の力","30221251","✓"
"Cor","","Harangue","HA2","PHY","Single enemy","Physical","","Fire","","Four single attacks (? each), grants [Samurai Quick Cast 2] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Samurai","獅子吼","30221341","✓"
"Lunafreya","","Hydraean Protection","HA1","SUM","Single enemy","Magical","24.75","Water, Holy","1.80","Five single attacks (4.95 each), minimum damage 2000, restores 1000 HP to all allies","N","Lowest HP% enemy","90","2","6","Summoning Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Summoning","水神の加護","30131531","✓"
"Ardyn","","Aura of Darkness","HA1","PHY","Single enemy","Physical","5.50","Dark, Fire","1.65","Five single ranged attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","闇のオーラ","30271241","✓"
"Ardyn","","Shifting Inferno","HA2","?","Single enemy","Physical","","Dark, Fire","","Six single attacks (? each), causes [MND -?% (?s)] to the user","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Combat","シフトインフェルノ","30151291",""
"Ravus","","Zantetsuken (XV)","HA1","PHY","Single enemy","Physical","7.10","Lightning, Dark","1.65","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Spellblade","斬鉄剣【XV】","30141401","✓"
"Ravus","","Last Rites","HA2","PHY","Single enemy","Physical","","Lightning, Dark","3.30","Six single attacks (? each), cast time 3.30/2.475/1.650 scaling with uses","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Spellblade","奥義・黄泉送り","30141471","✓"
"Clive","","Rising Flames","HA1","?","Single enemy","Physical","","Fire","","Seven single attacks (? each), cast time ?/?/?/?/? scaling with [Rising Flames Uses]","?","Lowest HP% enemy","","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Combat","ライジングフレイム","30151261",""
"Clive","","Ignition","HA2","?","Single enemy","Physical","","Fire","","Four single attacks (? each), grants [Fire Quick Cast 2] to the user","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Combat","イグニッション","30151271",""
"Jill","","Ice Age (XVI)","HA1","?","Single enemy","Magical","","Ice","","Six single attacks (? each)","?","Lowest HP% enemy","","2","10","Black Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Witch","アイスエイジ【XVI】","30301251",""
"Joshua","","Firaga (XVI)","HA1","?","Single enemy","Magical","","Fire, Holy","","Six single attacks (? each)","?","Lowest HP% enemy","","2","10","Black Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Black Magic","ファイガ【XVI】","30111881",""
"Joshua","","Curaga (XVI)","HA2","?","All allies","","","","","Restores HP (?)","?","All allies","","2","10","White Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","ケアルガ【XVI】","30121671",""
"Cidolfus","","Thunderstorm (XVI)","HA1","?","Single enemy","Magical","","Lightning","","Five single attacks (? each), grants [Buff Lightning 10% (?s)] to all allies every second activation","?","Lowest HP% enemy","","2","10","Black Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Black Magic","サンダーストーム【XVI】","30111911",""
"Ramza","","Golden Cross","HA1","PHY","Single enemy","Physical","4.00","Holy","1.65","Four single attacks (1.00 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","十字斬り","30211261","✓"
"Ramza","","Chirijiraden","HA2","?","Single enemy","Physical","","Holy","","Six single attacks (? each)","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","塵地螺鈿飾剣","30211491",""
"Agrias","","Judgment Blade","HA1","PHY","Single enemy","Physical","5.50","Holy","1.65","Five single attacks (1.10 each), causes [Imperil Holy 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","不動無明剣","30211271","✓"
"Delita","","Northswain's Strike","HA1","PHY","Single enemy","Physical","5.50","Holy, Fire, Lightning, Ice","1.65","Five single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Spellblade","北斗骨砕打","30141341","✓"
"Ovelia","","Princess's Prayer","HA1","WHT","All allies","","","","1.65","Restores HP (15), grants [HP Stock (1000)]","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","プリンセスの祈り","30121491","✓"
"Ovelia","","Holy Magick Curaja","HA2","?","All allies","","","","","Restores HP (20), smart ether 1 every fourth activation","?","All allies","","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","聖魔法ケアルジャ","30121641",""
"Mustadio","","Aimed Shot","HA1","?","Single enemy","Physical","","Fire, Ice, Lightning, Poison","","Five single ranged attacks (? each)","?","Lowest HP% enemy","","2","10","Fire Crystal","","5","10","25","35","Ice Crystal","","10","15","50","75","Lightning Crystal","","5","10","25","35","Machinist","狙撃","30261401",""
"Mustadio","","Seal Evil","HA2","?","Single enemy","Physical","","Fire, Ice, Lightning, Poison","","Four single ranged attacks (? each), causes [ATK, DEF, MAG and RES  -?% (?s)]","?","Lowest HP% enemy","","2","10","Fire Crystal","","10","15","50","75","Ice Crystal","","5","10","25","35","Lightning Crystal","","5","10","25","35","Machinist","邪心封印","30261411",""
"Orlandeau","","Sword Saint's Art","HA1","PHY","Single enemy","Physical","5.50","Holy, Dark, Earth","1.65","Five single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","剣聖技","30211191","✓"
"Gaffgarion","","Shadowblade","HA1","PHY","Single enemy","Physical","5.50","Dark","1.65","Five single attacks (1.10 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","闇の剣","30271221","✓"
"Gaffgarion","","Duskblade","HA2","?","Single enemy","Physical","","Dark","","Seven single attacks (? each), smart ether 1 to the user every second activation","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","暗の剣","30271401",""
"Rapha","","Heaven's Wrath","HA1","?","Single enemy","Magical","","Lightning","","4/5/6/7 single attacks (? each)  if the user used 0/3/5/7 damaging actions","?","Lowest HP% enemy","","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Witch","天鼓雷音","30301241",""
"Marach","","Hell's Wrath","HA1","?","Single enemy","Magical","","Lightning, Dark","","Five single attacks (? each), causes [Imperil Lightning 10% (5s)]","?","Lowest HP% enemy","","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Black Magic","裏天鼓雷音","30111851",""
"Meliadoul","","Shatter Armor","HA1","PHY","Single enemy","Physical","5.50","Earth, Holy","3.30","Five single attacks (1.10 each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with [Shatter Armor Uses], causes [Imperil Earth 10% (5s)] and [Imperil Holy 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","剛剣・強甲破点突き","30211361","✓"
"Montblanc","","Sidekick","HA1","NAT","All enemies","","","","1.65","Causes [DEF and RES -50% (8s)], grants [HP Stock (1000)] to all allies","N","All enemies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Dancer","手助け","30251151","✓"
"Montblanc","","Black Combo","HA2","?","Single enemy","Magical","","Fire, Ice, Lightning","","Three single attacks (? each), causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","?","Lowest HP% enemy","","2","10","Fire Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Black Magic","黒コンボ","30111901",""
"Alma","","Chant","HA1","WHT","All allies","","","","1.65","Restores HP (25), grants [White Magic Heals +10% Boost 1] to the user every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","おまじない","30121471","✓"
"Orran","","Celestial Stasis","HA1","NAT","All enemies","","","","1.65","Removes [Haste], grants [Physical Quick Cast 2] to all allies","N","All enemies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Bard","星天停止","30241131","✓"
"Ace","","Firaga RF","HA1","BLK","Single enemy","Magical","21.00","Fire","1.65","Six single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Black Magic","ファイガRF","30111401","✓"
"Deuce","","Hymn of Healing","HA1","NAT","All allies","","","","1.65","Restores 1000 HP, grants [Hymn of Healing ATK and MAG +5%/10%/20%/30%], grants [Performance 1/2/3/3] to the user if the user has [Performance 0/1/2/3]","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Bard","白のセレナーデ","30241151","✓"
"Deuce","","Concerto","HA2","NAT","All allies","","","","1.65","Restores HP (20)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","コンチェルト","30121561","✓"
"Nine","","Whirling Lance","HA1","PHY","Single enemy","Physical","6.60","Wind","1.65","Six single ranged jump attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dragoon","スパイラルランス","30181291","✓"
"Machina","","Cyclone Drive","HA1","PHY","Single enemy","Physical","7.00","Earth, Dark","1.65","4/5/6/7 single attacks (1.00 each) if the user used 0/3/5/7 damaging actions","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Spellblade","スピンドライブ","30141301","✓"
"Rem","","Siphon Sphere","HA1","WHT","Single enemy","Magical","21.30","Holy","1.65","Six single attacks (3.55), smart ether 1 on every second activation","Y","Lowest HP% enemy","90","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","アスピルベノム","30121351","✓"
"Queen","","Divine Judgment Blade","HA1","PHY","Single enemy","Physical","7.70","Lightning, Dark","1.65","4/5/6/7 single attacks (1.10 each) if the user used 0/3/5/7 damaging actions","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Spellblade","クロスジャッジ","30141351","✓"
"Queen","","Mana Sphere","HA2","?","Single enemy","Physical","","Lightning, Dark","","Four single attacks (? each), followed by one single attack (?) that ignores DEF","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Celerity","エナジーコンボ","30171341",""
"King","","Trigger Finger","HA1","PHY","Single enemy","Physical","6.60","Lightning","1.65","Six single ranged attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Machinist","クイックドロウ","30261251","✓"
"King","","Plasma King","HA2","PHY","Single enemy","Physical","","Lightning","","Four single ranged attacks (? each), grants [Buff Lightning 10% (15s)] to all allies every third activation","Y","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Machinist","プラズマキング","30261371","✓"
"Cinque","","Full Swing","HA1","PHY","Single enemy","Physical","6.60","Earth","3.30","Six single attacks (1.10 each), grants [Heavy Charge +1] to the user, cast time 3.30/2.475/1.65 scaling with [Full Swing Uses]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Heavy","フルスイング","30311101","✓"
"Cinque","","Gaia Pulse","HA2","PHY","Single enemy","Physical","6.25","Earth","1.65","Five single attacks (1.15/1.20/1.25) at Heavy Charge 0/1/2","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Heavy","アースインパルス","30311131","✓"
"Seven","","Diving Strike","HA1","BLK","Single","Magical","17.50","Ice","0.01","Five single attacks (3.50 each)","Y","Lowest HP% enemy","70","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Black Magic","ヘッドストライク","30111491","✓"
"Seven","","Blizzard Lash","HA2","BLK","Single enemy","Magical","","Ice","","Seven single attacks (? each)","Y","Lowest HP% enemy","","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Black Magic","ウィップブリザード","30111771","✓"
"Sice","","Dark Nebula","HA1","PHY","Single enemy","Physical","5.50","Dark","1.65","Five single attacks (1.10 each), grants [HP Stock (3000)] to the user","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","ダークネビュラ","30271341","✓"
"Sice","","Poison Wall","HA2","PHY","Single enemy","Physical","","Dark, Poison","","Six single attacks (? each)","?","Lowest HP% enemy","","2","10","Black Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","ポイズンウォール","30271411",""
"Jack","","Lightning Flash","HA1","PHY","Single enemy","Physical","6.90","Fire","1.65","Six single attacks (1.05/1.15 each) if user hasn't/has [Retaliate] or [High Retaliate], 50% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Samurai","電光石火","30221261","✓"
"Eight","","Explosive Fist","HA1","PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Monk","爆裂拳","30191331","✓"
"Eight","","Iceburst Stance","HA2","PHY","Single enemy","Physical","4.00","Ice","1.65","Four single attacks (1.00 each), grants [Monk Quick Cast 2] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Monk","氷突の型","30191481","✓"
"Cater","","Charged Shot","HA1","PHY","Single enemy","Physical","3.00","Fire, Ice, Lightning","1.65","Three single ranged attacks (1.00 each), causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Machinist","チャージショット","30261201","✓"
"Cater","","Elementillery","HA2","PHY","Single enemy","Physical","5.50","Fire, Ice, Lightning","1.65","Five single ranged attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Machinist","属性弾","30261341","✓"
"Trey","","Freezing Rain","HA1","PHY","Single enemy","Physical","5.50","Fire, Ice, Water","1.65","Four single ranged attacks (1.10 each), followed by one single ranged attack (1.10) with additional 20% critical damage","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Sharpshooter","フリーズショット","30281221","✓"
"Kurasame","","Arcane Boreal Blade","HA1","NAT","Single enemy","Hybrid","","Ice, Dark","3.30","Six single hybrid attacks (1.10 or 3.50 each), cast time 3.30/2.75/2.20/1.65 scaling with [Arcane Boreal Blade Uses]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Spellblade","氷剣魔斬","30141431","✓"
"Reynn","","Blizzard Mirajewel","HA1","SUM","Single enemy","Magical","24.75","Ice","3.30","Five single attacks (4.95 each), minimum damage 2000, causes [Imperil Ice 10% (5s)]","N","Lowest HP% enemy","90","2","6","Summoning Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Summoning","ブリザドのミラストーン","30131581","✓"
"Lann","","Fire Mirajewel","HA1","?","Single enemy","Magical","","Fire","","Five single attacks (? each), minimum damage ?, causes [Imperil Fire 10% (5s)]","?","Lowest HP% enemy","","2","6","Summoning Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Summoning","ファイアのミラストーン","30131631",""
"Lann","","Crimson Punch","HA2","?","Single enemy","Physical","","Fire","","Six single ranged attacks (? each)","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Combat","クリムゾンパンチ","30151231",""
"Morrow","","Swift Chain","HA1","?","Single enemy","Physical","","-","","Four single attacks (1.00 each), 100% hit rate","?","Lowest HP% enemy","","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Non-Elemental","-","5","10","25","35","Support","スイフトチェイン","30161411",""
"Morrow","","Pray for Tomorrow","HA2","?","Single ally","","","","","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Quick Cast 1]","?","Random ally prioritizing self last","","2","10","Power Crystal","-","5","10","25","35","White Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Support","明日への祈り","30161421",""
"Aemo","","Photon Barrage","HA1","?","All allies","","","","","Restores HP (?)","?","All allies","","2","10","White Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","フォトンパラージ","30121721",""
"Aemo","","Timeless Song","HA2","?","All allies","","","","","Grants [Quick Cast 1]","?","All allies","","2","10","White Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Bard","タイムレスソング","30241191",""
"Wrieg","","Heimdall's Jump","HA1","?","Single enemy","Physical","","Earth","","Seven single jump attacks (? each)","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Dragoon","ヘイムダルジャンプ","30181401",""
"Tama","","World Parade","HA1","NAT","All allies","","","","1.65","Restores HP (20), smart ether 1 every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","ワールド・パレード","30121571","✓"
"Tama","","Sky Dream","HA2","?","All allies","","","","","Grants [Magical Quick Cast 2] and [10% Damage Reduction Barrier 1]","?","All allies","","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","スカイドリーム","30121651",""
"Enna Kros","","The World's Rules","HA1","BLK","Single","Magical","21.00","Earth, Holy","1.65","Six single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Black Magic","世界のルール","30111541","✓"
"Enna Kros","","Creator's Judgment","HA2","?","Single","Magical","","Earth, Holy","","Five single attacks (? each), grants [Buff Earth 10% (?s)] to all allies every second activation","?","Lowest HP% enemy","","2","10","Black Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Witch","創造神の審判","30301231",""
"Serafie","","Wind Rhapsody","HA1","BLK","Single","Magical","17.50","Wind","1.65","Five single attacks (3.50 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Black Magic","かぜのラプソディ","30111651","✓"
"Rain","","Soul Prominence","HA1","PHY","Single enemy","Physical","6.60","Fire, Earth","3.30","Six single attacks (1.10 each), cast time 3.30/2.75/2.20/1.65 scaling with [Soul Prominence Uses]","Y","Lowest HP% enemy","90","2","10","Non-Elemental","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Spellblade","ソウルプロミネンス","30141411","✓"
"Fina","","Blossom Heart","HA1","NAT","All allies","","","","1.65","Restores 1000 HP","N","All allies","180","2","10","White Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Support","ブロッサムハーツ","30161301","✓"
"Fina","","Prime Heal","HA2","WHT","All allies","","","","","Restores HP (?)","N","All allies","","2","10","White Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","プライムヒール","30121601","✓"
"Lasswell","","Blade Flash - Awakened","HA1","PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Samurai","紫電一閃・醒","30221301","✓"
