"Realm","Character","Img","Name","Effect","Unlock Criteria","Name (JP)","ID","GL","✓"
"FFT","Rapha","","Avenging Sister","Witch abilities deal 30% more damage","Use Rapha's Memory Crystal II, chance to obtain with Rapha in party","仇をうつ妹","111500091","✓","✓"
"FFT","Rapha","","Skyseer Adept","24% chance to turn Attack into Hell Thunder","Bring Rapha to level 99","一子相伝の天道術","111500092","✓","✓"
"FFT","Marach","","Dark Mantra","30% chance to turn Attack into an ability (BLK: single, 0.70 magical Lightning)","Use Marach's Memory Crystal","裏真言の冥利","111500100","✓","✓"
"FFT","Marach","","Avenging Brother","Attack turns into an ability (BLK: group, 1.50 magical Lightning)","Use Marach's Memory Crystal II, chance to obtain with Marach in party","恩義に報いる兄","111500101","✓","✓"
"FFT","Marach","","Netherseer Adept","Attack turns into an ability (BLK: single, 2.60 magical Lightning)","Bring Marach to level 99","一子相伝の天冥術","111500102","✓","✓"
"FFT","Meliadoul","","Hardened Blade","16% chance to turn Attack into Armor Break","Use Meliadoul's Memory Crystal","剛剣の使い手","111500110","✓","✓"
"FFT","Meliadoul","","Tenacious Templar","DEF +20% when equipping a light armor","Use Meliadoul's Memory Crystal II, chance to obtain with Meliadoul in party","頑ななる神殿騎士","111500111","✓","✓"
"FFT","Meliadoul","","Steeling Gaze","Support abilities deal 40% more damage","Bring Meliadoul to level 99","真実を求める眼差し","111500112","✓","✓"
"FFT","Marche","","Between Worlds","PHY attacks deal 10% more damage when equipping a sword","Use Marche's Memory Crystal","迷い込んだ少年","111500120","✓","✓"
"FFT","Marche","","Crystal Breaker","Knight abilities deal 30% more damage","Use Marche's Memory Crystal II, chance to obtain with Marche in party","クリスタルを壊す者","111500121","✓","✓"
"FFT","Marche","","Facing Reality","Grants [Sentinel] at the beginning of the battle","Bring Marche to level 99","現実と向き合う覚悟","111500122","✓","✓"
"FFT","Montblanc","","Tried and True","BLK attacks deal 10% more damage when equipping a staff","Use Montblanc's Memory Crystal","しっかり者の長男","111500130","✓","✓"
"FFT","Montblanc","","Born Leader","MAG +10%, grants [Haste] at the beginning of the battle","Use Montblanc's Memory Crystal II, chance to obtain with Montblanc in party","頼りになるクランのリーダー","111500131","✓","✓"
"FFT","Montblanc","","Fluffy Fortitude","MAG +15% when equipping a robe","Bring Montblanc to level 99","白き者の一族","111500132","✓","✓"
"FFT","Alma","","Youngest Beoulve","WHT abilities restore 10% more HP","Use Alma's Memory Crystal","ベオルブの末子","111500140","✓","✓"
"FFT","Alma","","Monastic Teachings","15% chance to dualcast White Magic abilities","Use Alma's Memory Crystal II, chance to obtain with Alma in party","修道院での教え","111500141","✓","✓"
"FFT","Alma","","Sacred Heart","DEF and MND +10% when equipping a staff","Bring Alma to level 99","聖魂を宿す少女","111500142","✓","✓"
"FFT","Orran","","Astrologer","MND +10% when equipping a book","Use Orran's Memory Crystal","占星術士","111500280","✓","✓"
"FFT","Orran","","Chronicler of History","MND +20% when equipping a book","Use Orran's Memory Crystal II, chance to obtain with Orran in party","歴史の記録者","111500281","✓","✓"
"FFT","Orran","","Beholder of Truth","MND +25% when equipping a book","Bring Orran to level 99","真実を知る異端者","111500282","✓","✓"
"Type-0","Ace","","Cards Wheeler","MAG +10% when equipping a thrown weapon","Use Ace's Memory Crystal","カードの使い手","111600010","✓","✓"
"Type-0","Ace","","Master Dealer","MAG +13% when equipping a thrown weapon","Use Ace's Memory Crystal II, chance to obtain with Ace in party","華麗なるカードさばき","111600011","✓","✓"
"Type-0","Ace","","Class Ace","MAG +13%, grants [Physical Blink 1] at the beginning of the battle","Bring Ace to level 99","0組のエース格","111600012","✓","✓"
"Type-0","Deuce","","Tender Touch","WHT abilities restore 10% more HP","Use Deuce's Memory Crystal","温厚な少女","111600020","✓","✓"
"Type-0","Deuce","","Musical Inclination","MND +10% when equipping an instrument","Use Deuce's Memory Crystal II, chance to obtain with Deuce in party","音楽への関心","111600021","✓","✓"
"Type-0","Deuce","","Soft Power","MND +25% when equipping an instrument","Bring Deuce to level 99","優しき力を司る者","111600022","✓","✓"
"Type-0","Nine","","Wild Side","ATK +10%, DEF -10%","Use Nine's Memory Crystal","ワイルドな言動","111600030","✓","✓"
"Type-0","Nine","","Spearmaster","PHY attacks deal 20% more damage when equipping a spear","Use Nine's Memory Crystal II, chance to obtain with Nine in party","槍の名手","111600031","✓","✓"
"Type-0","Nine","","Head Basher","ATK +15% when equipping a spear","Bring Nine to level 99","ブッコミ上等","111600032","✓","✓"
"Type-0","Machina","","Star Pupil","Spellblade abilities deal 15% more damage","Use Machina's Memory Crystal","さわやかな優等生","111600040","✓","✓"
"Type-0","Machina","","Naive Heart","Attack turns into an ability (PHY: group, 1.00 physical) with 4.50 cast time","Use Machina's Memory Crystal II, chance to obtain with Machina in party","純粋すぎる心","111600041","✓","✓"
"Type-0","Machina","","Whirling Blades","Spellblade abilities deal 40% more damage","Bring Machina to level 99","振るいし螺旋の刃","111600042","✓","✓"
"Type-0","Rem","","Lady of Daggers","MND +10% when equipping a dagger","Use Rem's Memory Crystal","ダガーを操る少女","111600050","✓","✓"
"Type-0","Rem","","Tender Care","WHT attacks deal 20% more damage","Use Rem's Memory Crystal II, chance to obtain with Rem in party","親身な対応","111600051","✓","✓"
"Type-0","Rem","","Earnest Intentions","WHT attacks deal 30% more damage","Bring Rem to level 99","一途な想い","111600052","✓","✓"
"Type-0","Queen","","Implacable Justice","ATK +10% when equipping a sword","Use Queen's Memory Crystal","清廉潔白な賢女","111600060","✓","✓"
"Type-0","Queen","","Swift Charge","Attack turns into an ability (PHY: single, 1.00 physical) with 0.01 cast time","Use Queen's Memory Crystal II, chance to obtain with Queen in party","すばやい突進","111600061","✓","✓"
"Type-0","Queen","","Tempered Power","42% chance to turn Attack into Double Cut","Bring Queen to level 99","賢き力を司る者","111600062","✓","✓"
"Type-0","King","","Slick Cadet","PHY attacks deal 10% more damage when equipping a gun","Use King's Memory Crystal","オールバックの候補生","111600070","✓","✓"
"Type-0","King","","Calculated Combat","Restores 1 use for all Machinist abilities at the beginning of the battle","Use King's Memory Crystal II, chance to obtain with King in party","冷静な戦術","111600071","✓","✓"
"Type-0","King","","Decisive Spark","16% chance to turn Attack into Spark Offering","Bring King to level 99","決断する力を司る者","111600073","✓","✓"
"Type-0","Cinque","","Offbeat Warrior","8% chance to turn attack into an ability (PHY: single, 2.80 physical)","Use Cinque's Memory Crystal","突拍子もない言動","111600080","✓","✓"
"Type-0","Cinque","","Iron Maiden","Increases Earth damage dealt by 20%","Use Cinque's Memory Crystal II, chance to obtain with Cinque in party","剛力な天然少女","111600081","✓","✓"
"Type-0","Cinque","","Strength of Innocence","Heavy abilities deal 40% more damage","Bring Cinque to level 99","純真なる力を司る者","111600082","✓","✓"
"Type-0","Seven","","Gaze Upon Truth","Grants [Magical Blink 1] at the beginning of the battle","Use Seven's Memory Crystal","真を見すえる瞳","111600090","✓","✓"
"Type-0","Seven","","Whipblade Warrior","MAG +10% when equipping a whip","Use Seven's Memory Crystal II, chance to obtain with Seven in party","鞭剣使いの麗人","111600091","✓","✓"
"Type-0","Seven","","Unblinking Power","BLK attacks deal 30% more damage when equipping a whip","Bring Seven to level 99","認識する力を司る者","111600092","✓","✓"
"Type-0","Sice","","Searing Darkness","Darkness abilities deal 15% more damage","Use Sice's Memory Crystal","鋭光の一匹狼","111600100","✓","✓"
"Type-0","Sice","","Spiteful Scythe","13% chance to dualcast Darkness abilities","Use Sice's Memory Crystal II, chance to obtain with Sice in party","大鎌に宿る怨念","111600101","✓","✓"
"Type-0","Sice","","Unyielding Power","ATK +15%, DEF -15%","Bring Sice to level 99","執着する力を司る者","111600102","✓","✓"
"Type-0","Jack","","Positive Thinking","50% chance to restore 1 use for all Samurai abilities at the beginning of the battle","Use Jack's Memory Crystal","ポジティブ思考","111600110","✓","✓"
"Type-0","Jack","","Bright Future","13% chance to dualcast Samurai abilities","Use Jack's Memory Crystal II, chance to obtain with Jack in party","前向きな未来","111600111","✓","✓"
"Type-0","Jack","","Power Untold","Samurai abilities deal 40% more damage","Bring Jack to level 99","無知なる力を司る者","111600112","✓","✓"
"Type-0","Eight","","Nimble Pugilist","Grants [Haste] at the beginning of the battle","Use Eight's Memory Crystal","俊敏な格闘少年","111600120","✓","✓"
"Type-0","Eight","","Class Zero Conscience","13% chance to dualcast Monk abilities","Use Eight's Memory Crystal II, chance to obtain with Eight in party","0組の良心","111600121","✓","✓"
"Type-0","Eight","","Serene Power","Monk abilities deal 40% more damage","Bring Eight to level 99","冷静なる力を司る者","111600122","✓","✓"
"Type-0","Cater","","Magicite Pistoleer","PHY attacks deal 10% more damage when equipping a gun","Use Cater's Memory Crystal","魔法銃を操る少女","111600130","✓","✓"
"Type-0","Cater","","Tricky Tactics","Restores 1 use for all Machinist abilities at the beginning of the battle","Use Cater's Memory Crystal II, chance to obtain with Cater in party","トリッキーな戦法","111600131","✓","✓"
"Type-0","Cater","","Heroic Power","PHY attacks deal 30% more damage when equipping a gun","Bring Cater to level 99","勇敢なる力を司る者","111600132","✓","✓"
"Type-0","Trey","","Competitive Heart","PHY attacks deal 10% more damage when equipping a bow","Use Trey's Memory Crystal","内に秘めし対抗意識","111600140","✓","✓"
"Type-0","Trey","","Class Zero Brainiac","Sharpshooter abilities deal 30% more damage","Use Trey's Memory Crystal II, chance to obtain with Trey in party","0組の知恵袋","111600141","✓","✓"
"Type-0","Trey","","Wisdom Within","13% chance to dualcast Sharpshooter abilities","Bring Trey to level 99","知の力を司る者","111600142","✓","✓"
"Type-0","Kurasame","","Grim Reaper's Prowess","BLK and PHY attacks deal 10% more damage when equipping a sword","Use Kurasame's Memory Crystal","死神の戦闘能力","111600160","","✓"
"Type-0","Kurasame","","Silent Commander","Increases Ice damage dealt by 20%","Use Kurasame's Memory Crystal II, chance to obtain with Kursame in party","無口な指揮隊長","111600161","","✓"
"Type-0","Kurasame","","Vermillion Tonberry","Increases Ice damage dealt by 30%","Bring Kurasame to level 99","従者朱雀トンベリ","111600162","","✓"
"KH","Sora","","Link Between Hearts","Spellblade abilities deal 15% more damage","Use Sora's Memory Crystal","心を繋ぐ少年","111700010","✓","✓"
"KH","Sora","","Bond Between Worlds","Spellblade abilities deal 30% more damage","Use Sora's Memory Crystal II, chance to obtain with Sora in party","世界をめぐる絆","111700011","✓","✓"
"KH","Sora","","Faith in the Light","Spellblade abilities deal 40% more damage","Bring Sora to level 99","光を信じる心","111700012","✓","✓"
"KH","Riku","","Dreams of Power","Increases Dark damage dealt by 10%","Use Riku's Memory Crystal","力を望む少年","111700020","✓","✓"
"KH","Riku","","Means to an End","Increases Dark damage dealt by 20%","Use Riku's Memory Crystal II, chance to obtain with Riku in party","手段を選ばぬ意思","111700021","✓","✓"
"KH","Riku","","Heart of Darkness","Increases Dark damage dealt by 30%","Bring Riku to level 99","闇を覆いし心","111700022","✓","✓"
"KH","Roxas","","Self Oblivion","Increases Holy damage dealt by 10%","Use Roxas's Memory Crystal","自身を知らぬ少年","111700040","✓","✓"
"KH","Roxas","","Light's Shadow","Increases Holy damage dealt by 20%","Use Roxas's Memory Crystal II, chance to obtain with Roxas in party","	光の勇者に関わる存在","111700041","✓","✓"
"KH","Roxas","","Trembling Twilight","Increases Holy damage dealt by 30%","Bring Roxas to level 99","たそがれに揺れる光","111700042","✓","✓"
"KH","Axel","","Elusive Motives","Increases Fire damage dealt by 10%","Use Axel's Memory Crystal","つかみどころのない性格","111700050","✓","✓"
"KH","Axel","","Nobody's Friend","Increases Fire damage dealt by 20%","Use Axel's Memory Crystal II, chance to obtain with Axel in party","ロクサスの親友","111700051","✓","✓"
"KH","Axel","","Assassin of Flames","Increases Fire damage dealt by 30%","Bring Axel to level 99","炎操る暗殺者","111700052","✓","✓"
"Beyond","Reynn","","Ward of Heaven","Grants [Magical Blink 1] at the beginning of the battle","Use Reynn's Memory Crystal","天の護り","111900050","✓","✓"
"Beyond","Reynn","","Hidden Nature","MAG +10%, grants [Magical Blink 1] at the beginning of the battle","Use Reynn's Memory Crystal II, chance to obtain with Reynn in party","秘めたる資質","111900051","✓","✓"
"Beyond","Reynn","","Fate Usurper","BLK attacks deal 30% more damage when equipping a thrown weapon","Bring Reynn to level 99","結末を覆せし決意","111900052","✓","✓"
"Beyond","Lann","","Sunny Disposition","Grants [Low Regen] at the beginning of the battle","Use Lann's Memory Crystal","明朗快活","111900060","✓","✓"
"Beyond","Lann","","Spring of Youth","ATK +10%, grants [Low Regen] at the beginning of the battle","Use Lann's Memory Crystal II, chance to obtain with Lann in party","幼き覚醒","111900061","✓","✓"
"Beyond","Lann","","Unforseen Power","ATK and DEF +13% when equipping a thrown weapon","Bring Lann to level 99","異形の腕に宿りし力","111900062","✓","✓"
"Beyond","Morrow","","Unspoiled Vista","PHY attacks deal 10% more damage when equipping a sword","Use Morrow's Memory Crystal","原風景","111900110","✓","✓"
"Beyond","Morrow","","A Day on the Road","Restores 1 use for all Support abilities at the beginning of the battle","Use Morrow's Memory Crystal II, chance to obtain with Morrow in party","旅の一日","111900111","✓","✓"
"Beyond","Morrow","","Endless Adventure","Support abilities deal 40% more damage","Bring Morrow to level 99","果てなき冒険","111900112","✓","✓"
"Beyond","Aemo","","Radical Orange","40% chance to restore 1 use for all White Magic and Summoning abilities at the beginning of the battle","Use Aemo's Memory Crystal","ラジカルオレンジ","111900120","✓","✓"
"Beyond","Aemo","","Small Hero","WHT abilities restore 20% more HP","Use Aemo's Memory Crystal II, chance to obtain with Aemo in party","小さなヒーロー","111900121","✓","✓"
"Beyond","Aemo","","Precious Days","MND +25% when equipping a rod","Bring Aemo to level 99","守りたかった日常","111900122","✓","✓"
"Beyond","Wrieg","","Wrieg's Song","DEF +10% when equipping a spear","Use Wrieg's Memory Crystal","リーグ・ソング","111900130","✓","✓"
"Beyond","Wrieg","","Ironclad Oath","Dragoon abilities deal 30% more damage","Use Wrieg's Memory Crystal II, chance to obtain with Wrieg in party","交わす約束","111900131","✓","✓"
"Beyond","Wrieg","","Budding Trust","ATK and DEF +13% when equipping a spear","Bring Wrieg to level 99","芽吹く信頼","111900132","✓","✓"
"Beyond","Tama","","Journey's Guide","MND +10% when equipping a rod","Use Tama's Memory Crystal","旅の案内役","111900160","✓","✓"
"Beyond","Tama","","Mood Maker","Restores 1 use for all Black Magic and White Magic abilities at the beginning of the battle","Use Tama's Memory Crystal II, chance to obtain with Tama in party","ノリ上手","111900161","✓","✓"
"Beyond","Tama","","Hand of Protection","MAG and MND +13% when equipping a light armor","Bring Tama to level 99","導きの守り手","111900162","✓","✓"
"Beyond","Enna Kros","","Self-Styled God","Increases Earth damage dealt by 10%","Use Enna Kros's Memory Crystal","自称神様","111900170","✓","✓"
"Beyond","Enna Kros","","Journey's Observer","MAG +13% when equipping a thrown weapon","Use Enna Kros's Memory Crystal II, chance to obtain with Enna Kros in party","旅の傍観者","111900171","✓","✓"
"Beyond","Enna Kros","","Divine Smile","Attack turns into an ability (BLK: single, 2.60 magical Earth)","Bring Enna Kros to level 99","神の微笑み","111900172","✓","✓"
"Beyond","Serafie","","Pixie of Grymoire","Increases Wind damage dealt by 10%","Use Serafie's Memory Crystal","グリモワルの妖精","111900320","✓","✓"
"Beyond","Serafie","","Nonchalant Airs","MAG +13% when equipping an instrument","Use Serafie's Memory Crystal II, chance to obtain with Serafie in party","気だるげなしゃべり方","111900321","✓","✓"
"Beyond","Serafie","","Prismarium Keeper","100% chance to double Experience gained at the end of the battle","Bring Serafie to level 99","ガーデンジェムの管理人","111900322","✓","✓"
"Beyond","Rain","","Knight of Grandshelt","Spellblade abilities deal 15% more damage","Use Rain's Memory Crystal","グランシェルトの騎士","111900330","✓","✓"
"Beyond","Rain","","Knight's Pride","Increases Earth damage dealt by 20%","Use Rain's Memory Crystal II, chance to obtain with Rain in party","騎士のプライド","111900331","✓","✓"
"Beyond","Rain","","Blazing Soul","Increases Fire damage dealt by 30%","Bring Fina to level 99","燃えたつ心","111900332","✓","✓"
"Beyond","Fina","","Purity","MAG and MND +10%","Use Fina's Memory Crystal","純真無垢","111900340","✓","✓"
"Beyond","Fina","","Girl from the Crystal","MND +20% when equipping a bow","Use Fina's Memory Crystal II, chance to obtain with Fina in party","クリスタルより現れし少女","111900341","✓","✓"
"Beyond","Fina","","Honest Wish","Attack turns into an ability (NAT: single, removes negative effects)","Bring Fina to level 99","清廉なる願い","111900342","✓","✓"
"Beyond","Lasswell","","Lifelong Friend","15% chance to counter PHY attacks with an ability (PHY: single, 1x 1.00 physical)","Use Lasswell's Memory Crystal","レインの幼馴染","111900350","✓","✓"
"Beyond","Lasswell","","Tranquil Spirit","PHY attacks deal 20% more damage when equipping a katana","Use Lasswell's Memory Crystal II, chance to obtain with Lasswell in party","静かなる闘志","111900351","✓","✓"
"Beyond","Lasswell","","Untiring Efforts","PHY attacks deal 30% more damage when equipping a katana","Bring Lasswell to level 99","たゆまぬ努力","111900352","✓","✓"
