"ID 1210 1211 1212 1213 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1226 1227 1228 1229 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10100 10101 10102 10103 10104 10105 10106 10107 10108 10109 11000 11001 11002 11003 11004 11005 11006 11007 11008 11009 11100 11101 11102 11103 11104 11105 11106 11107 11108 11109 200 201 202 203 204","Common Name Imperil Holy 40% (5s) Imperil Dark 40% (5s) Imperil Fire 40% (5s) Imperil Wind 40% (5s) Imperil Lightning 40% (5s) Imperil Water 40% (5s) Imperil Ice 40% (5s) Imperil Earth 40% (5s) Imperil Poison 40% (5s) Imperil Holy 20% (5s) Imperil Dark 20% (5s) Imperil Fire 20% (5s) Imperil Wind 20% (5s) Imperil Lightning 20% (5s) Imperil Water 20% (5s) Imperil Ice 20% (5s) Imperil Earth 20% (5s) Imperil Poison 20% (5s) Deshell =0 Deshell 10% (5s) Deshell 20% (5s) Deshell 30% (5s) Deshell 40% (5s) Deshell 50% (5s) Deshell 60% (5s) Deshell 10% (15s) Deshell 20% (15s) Deprotect =0 Deprotect 10% (5s) Deprotect 20% (5s) Deprotect 30% (5s) Deprotect 40% (5s) Deprotect 50% (5s) Deprotect 60% (5s) Deprotect 10% (15s) Deprotect 20% (15s) Poison Silence Paralyze Confuse Haste","Effects Holy Resistance -40%, cumulable Dark Resistance -40%, cumulable Fire Resistance -40%, cumulable Wind Resistance -40%, cumulable Lightning Resistance -40%, cumulable Water Resistance -40%, cumulable Ice Resistance -40%, cumulable Earth Resistance -40%, cumulable Poison Resistance -40%, cumulable Holy Resistance -20%, cumulable Dark Resistance -20%, cumulable Fire Resistance -20%, cumulable Wind Resistance -20%, cumulable Lightning Resistance -20%, cumulable Water Resistance -20%, cumulable Ice Resistance -20%, cumulable Earth Resistance -20%, cumulable Poison Resistance -20%, cumulable Removes all Deshell statuses when set Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Increases magical damage taken by 30%, cumulable Increases magical damage taken by 40%, cumulable Increases magical damage taken by 50%, cumulable Increases magical damage taken by 60%, cumulable Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Removes all Deprotect statuses when set Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Increases physical damage taken by 30%, cumulable Increases physical damage taken by 40%, cumulable Increases physical damage taken by 50%, cumulable Increases physical damage taken by 60%, cumulable Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Damages for 1/64 maximum HP every 5.00 seconds, persists after battle Disables BLK, WHT, BLU and SUM actions, persists after battle Prevents from acting Forces default action (Attack for characters), affects targeting (single: 50% random enemy, 50% random ally; group: 50% all enemies, 50% all allies), resets ATB when set or removed, removed upon taking damage by PHY attacks ATB speed x2.00","Default Duration 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 20 seconds 15 seconds 30 seconds -","MND Modifier - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ± 2,50% ± 2,00% ± 2,50% -","Exclusive Status - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Low Regen, Medium Regen, High Regen, Sap, Phantom Regen, Regenga - All ""Retaliate"" statuses All ""Retaliate"" statuses, Rage, Green Cherry, Ability Berserk Slow","Coded Name INCREASE_ELEMENT_DEF_HOLY_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_HOLY_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M2_TIME_SMALL_5000 UNSET_DESHELL INCREASE_DESHELL_LEVEL_1_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_2_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_3_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_4_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_5_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_6_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_1_TIME_MEDIUM INCREASE_DESHELL_LEVEL_2_TIME_MEDIUM UNSET_DEPROTECT INCREASE_DEPROTECT_LEVEL_1_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_2_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_3_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_4_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_5_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_6_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_1_TIME_MEDIUM INCREASE_DEPROTECT_LEVEL_2_TIME_MEDIUM POISON SILENCE PARALYSIS CONFUSION HASTE","Notes - - - - - - - - - - - - - - - - - - - - - - -"
"2024","Physical High Quick Cast 1","Cast speed x3.00 for PHY attacks","1 turn","-","-","CHANGE_CAST_TIME_300_1_PHYSICAL_DAMAGE_ABILITIES","-"
"2025","Thief Quick Cast 2","Cast speed x2.00 for Thief abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_THIEF","-"
"2026","Magical Instant Cast 3","Instant cast speed for BLK, WHT, BLU, SUM or NAT attacks that deal magical damage","3 turns","-","-","CHANGE_CAST_TIME_MAX_3_CUSTOM_MAGIC_DAMAGE_ABILITIES","-"
"2027","Physical High Quick Cast 2","Cast speed x3.00 for PHY attacks","2 turns","-","-","CHANGE_CAST_TIME_300_2_PHYSICAL_DAMAGE_ABILITIES","-"
"2028","Physical Instant Cast 2","Instant cast speed for PHY attacks","2 turns","-","-","CHANGE_CAST_TIME_MAX_2_CUSTOM_PHYSICAL_DAMAGE_ABILITIES",""
"2029","Physical Instant Cast 3","Instant cast speed for PHY attacks","3 turns","-","-","CHANGE_CAST_TIME_MAX_3_PHYSICAL_DAMAGE_ABILITIES",""
"2030","","","","","","",""
"2031","","","","","","",""
"2032","","","","","","",""
"2033","","","","","","",""
"2034","","","","","","",""
"2035","","","","","","",""
"2036","","","","","","",""
"2037","","","","","","",""
"2038","","","","","","",""
"2039","","","","","","",""
"2040","","","","","","",""
"2041","","","","","","",""
"2042","","","","","","",""
"2043","","","","","","",""
"2044","","","","","","",""
"2045","","","","","","",""
"2046","","","","","","",""
"2047","","","","","","",""
"2048","","","","","","",""
"2049","","","","","","",""
"2050","","","","","","",""
"2051","Extended Quick Cast","Cast speed x2.00","25 seconds","-","-","CHANGE_CAST_TIME_200_25000_MSEC_ALL","-"
"2052","Spellblade Quick Cast v2","Cast speed x2.00 for Spellblade abilities","15 seconds","-","-","CHANGE_CAST_TIME_FOR_NEO_AQUA_SABER","-"
"2053","Jump Instant Cast","Instant cast speed for Jump attacks","15 seconds","-","-","CHANGE_CAST_TIME_MAX_15000_MSEC_FLIGHT_ATTACK","-"
"2054","Quick Cast","Cast speed x2.00","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_MSEC_ALL","-"
"2055","Sharpshooter Quick Cast","Cast speed x2.00 for Sharpshooter abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_MSEC_ABILITY_CATEGORY_ID_SHOOTER","-"
"2056","Jump Quick Cast","Cast speed x2.00 for Jump attacks","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_MSEC_FLIGHT_ATTACK","-"
"2057","High Quick Cast","Cast speed x3.00","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_MSEC_ALL","-"
"2058","Physical High Quick Cast 3","Cast speed x3.00 for PHY attacks","3 turns","-","-","CHANGE_CAST_TIME_300_3_PHYSICAL_DAMAGE_ABILITIES","-"
"2059","Striker Mode 1","Cast speed x2.00","15 seconds","-","Striker Mode 2, Striker Mode 3","CHANGE_CAST_TIME_200_15000_MSEC_ALL_FOR_STRIKER_MODE","-"
"2060","Striker Mode 2","Cast speed x4.00","15 seconds","-","Striker Mode 1, Striker Mode 3","CHANGE_CAST_TIME_400_15000_MSEC_ALL_FOR_STRIKER_MODE","-"
"2061","Striker Mode 3","Cast speed x6.00","15 seconds","-","Striker Mode 1, Striker Mode 2","CHANGE_CAST_TIME_600_15000_MSEC_ALL_FOR_STRIKER_MODE","-"
"2062","Spellblade High Quick Cast","Cast speed x3.00 for Spellblade abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SPELLBLADE","-"
"2063","Darkness Quick Cast 3","Cast speed x2.00 for Darkness abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_DARKNESS","-"
"2064","Black Magic High Quick Cast","Cast speed x3.00 for Black Magic abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_BLACK_MAGIC","-"
"2065","Black Magic Quick Cast","Cast speed x2.00 for Black Magic abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_BLACK_MAGIC","-"
"2066","Magical Quick Cast","Cast speed x2.00 for BLK, WHT, BLU, SUM or NAT attacks that deal magical damage","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_MSEC_CUSTOM_MAGIC_DAMAGE_ABILITIES","-"
"2067","White Magic High Quick Cast","Cast speed x3.00 for White Magic abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_WHITE_MAGIC","-"
"2068","Summoning Quick Cast","Cast speed x2.00 for Summoning abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SUMMONING","-"
"2069","Summoning High Quick Cast","Cast speed x3.00 for Summoning abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SUMMONING","-"
"2070","Spellblade Quick Cast","Cast speed x2.00 for Spellblade abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SPELLBLADE","-"
"2071","Combat Quick Cast","Cast speed x2.00 for Combat abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_COMBAT","-"
"2072","Combat High Quick Cast","Cast speed x3.00 for Combat abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_COMBAT","-"
"2073","Support Quick Cast","Cast speed x2.00 for Support abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SUPPORT","-"
"2074","Support High Quick Cast","Cast speed x3.00 for Support abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SUPPORT","-"
"2075","Celerity Quick Cast","Cast speed x2.00 for Celerity abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_CELERITY","-"
"2076","Celerity High Quick Cast","Cast speed x3.00 for Celerity abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_CELERITY","-"
"2077","Dragoon Quick Cast","Cast speed x2.00 for Dragoon abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_DRAGOON","-"
"2078","Dragoon High Quick Cast","Cast speed x3.00 for Dragoon abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_DRAGOON","-"
"2079","Monk Quick Cast","Cast speed x2.00 for Monk abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_MONK","-"
"2080","Monk High Quick Cast","Cast speed x3.00 for Monk abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_MONK","-"
"2081","Thief Quick Cast","Cast speed x2.00 for Thief abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_THIEF","-"
"2082","Thief High Quick Cast","Cast speed x3.00 for Thief abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_THIEF","-"
"2083","Knight Quick Cast","Cast speed x2.00 for Knight abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_KNIGHT","-"
"2084","Knight High Quick Cast","Cast speed x3.00 for Knight abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_KNIGHT","-"
"2085","Samurai Quick Cast","Cast speed x2.00 for Samurai abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SAMURAI","-"
"2086","Samurai High Quick Cast","Cast speed x3.00 for Samurai abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SAMURAI","-"
"2087","Ninja Quick Cast","Cast speed x2.00 for Ninja abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_NINJA","-"
"2088","Ninja High Quick Cast","Cast speed x3.00 for Ninja abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_NINJA","-"
"2089","Bard Quick Cast","Cast speed x2.00 for Bard abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_BARD","-"
"2090","Bard High Quick Cast","Cast speed x3.00 for Bard abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_BARD","-"
"2091","Dancer Quick Cast","Cast speed x2.00 for Dancer abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_DANCER","-"
"2092","Dancer High Quick Cast","Cast speed x3.00 for Dancer abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_DANCER","-"
"2093","Machinist Quick Cast","Cast speed x2.00 for Machinist abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_MACHINIST","-"
"2094","Machinist High Quick Cast","Cast speed x3.00 for Machinist abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_MACHINIST","-"
"2095","Darkness Quick Cast","Cast speed x2.00 for Darkness abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_DARKNESS","-"
"2096","Darkness High Quick Cast","Cast speed x3.00 for Darkness abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_DARKNESS","-"
"2097","Sharpshooter High Quick Cast","Cast speed x3.00 for Sharpshooter abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_MSEC_ABILITY_CATEGORY_ID_SHOOTER","-"
"2098","Witch Quick Cast","Cast speed x2.00 for Witch abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_WITCH","-"
"2099","Witch High Quick Cast","Cast speed x3.00 for Witch abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_WITCH","-"
"2100","Heavy Quick Cast","Cast speed x2.00 for Heavy abilities","15 seconds","-","-","CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_HEAVY","-"
"2101","Heavy High Quick Cast","Cast speed x3.00 for Heavy abilities","15 seconds","-","-","CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_HEAVY","-"
"2102","Black Magic Quick Cast 2","Cast speed x2.00 for Black Magic abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_BLACK_MAGIC","-"
"2103","Black Magic Quick Cast 3","Cast speed x2.00 for Black Magic abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_BLACK_MAGIC","-"
"2104","White Magic Quick Cast 2","Cast speed x2.00 for White Magic abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_WHITE_MAGIC","-"
"2105","White Magic Quick Cast 3","Cast speed x2.00 for White Magic abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_WHITE_MAGIC","-"
"2106","Summoning Quick Cast 2","Cast speed x2.00 for Summoning abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SUMMONING","-"
"2107","Summoning Quick Cast 3","Cast speed x2.00 for Summoning abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SUMMONING","-"
"2108","Spellblade Quick Cast 2","Cast speed x2.00 for Spellblade abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SPELLBLADE","-"
"2109","Spellblade Quick Cast 3","Cast speed x2.00 for Spellblade abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SPELLBLADE","-"
"2110","Combat Quick Cast 2","Cast speed x2.00 for Combat abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_COMBAT","-"
"2111","Combat Quick Cast 3","Cast speed x2.00 for Combat abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_COMBAT","-"
"2112","Support Quick Cast 2","Cast speed x2.00 for Support abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SUPPORT","-"
"2113","Support Quick Cast 3","Cast speed x2.00 for Support abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SUPPORT","-"
"2114","Celerity Quick Cast 2","Cast speed x2.00 for Celerity abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_CELERITY","-"
"2115","Celerity Quick Cast 3","Cast speed x2.00 for Celerity abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_CELERITY","-"
"2116","Dragoon Quick Cast 2","Cast speed x2.00 for Dragoon abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_DRAGOON","-"
"2117","Dragoon Quick Cast 3","Cast speed x2.00 for Dragoon abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_DRAGOON","-"
"2118","Monk Quick Cast 2","Cast speed x2.00 for Monk abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_MONK","-"
"2119","Monk Quick Cast 3","Cast speed x2.00 for Monk abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_MONK","-"
"2120","Thief Quick Cast 3","Cast speed x2.00 for Thief abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_THIEF","-"
"2121","Knight Quick Cast 3","Cast speed x2.00 for Knight abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_KNIGHT","-"
"2122","Samurai Quick Cast 2","Cast speed x2.00 for Samurai abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SAMURAI","-"
"2123","Samurai Quick Cast 3","Cast speed x2.00 for Samurai abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SAMURAI","-"
"2124","Ninja Quick Cast 2","Cast speed x2.00 for Ninja abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_NINJA","-"
"2125","Ninja Quick Cast 3","Cast speed x2.00 for Ninja abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_NINJA","-"
"2126","Bard Quick Cast 2","Cast speed x2.00 for Bard abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_BARD","-"
"2127","Bard Quick Cast 3","Cast speed x2.00 for Bard abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_BARD","-"
"2128","Dancer Quick Cast 2","Cast speed x2.00 for Dancer abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_DANCER","-"
"2129","Dancer Quick Cast 3","Cast speed x2.00 for Dancer abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_DANCER","-"
"2130","Machinist Quick Cast 3","Cast speed x2.00 for Machinist abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_MACHINIST","-"
"2131","Darkness Quick Cast 2","Cast speed x2.00 for Darkness abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_DARKNESS","-"
"2132","Sharpshooter Quick Cast 2","Cast speed x2.00 for Sharpshooter abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SHOOTER","-"
"2133","Sharpshooter Quick Cast 3","Cast speed x2.00 for Sharpshooter abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SHOOTER","-"
"2134","Witch Quick Cast 2","Cast speed x2.00 for Witch abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_WITCH","-"
"2135","Witch Quick Cast 3","Cast speed x2.00 for Witch abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_WITCH","-"
"2136","Heavy Quick Cast 2","Cast speed x2.00 for Heavy abilities","2 turns","-","-","CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_HEAVY","-"
"2137","Heavy Quick Cast 3","Cast speed x2.00 for Heavy abilities","3 turns","-","-","CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_HEAVY","-"
"2138","Black Magic High Quick Cast 2","Cast speed x3.00 for Black Magic abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_BLACK_MAGIC","-"
"2139","Black Magic High Quick Cast 3","Cast speed x3.00 for Black Magic abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_BLACK_MAGIC","-"
"2140","White Magic High Quick Cast 2","Cast speed x3.00 for White Magic abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_WHITE_MAGIC","-"
"2141","White Magic High Quick Cast 3","Cast speed x3.00 for White Magic abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_WHITE_MAGIC","-"
"2142","Summoning High Quick Cast 2","Cast speed x3.00 for Summoning abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SUMMONING","-"
"2143","Summoning High Quick Cast 3","Cast speed x3.00 for Summoning abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SUMMONING","-"
"2144","Spellblade High Quick Cast 2","Cast speed x3.00 for Spellblade abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SPELLBLADE","-"
"2145","Spellblade High Quick Cast 3","Cast speed x3.00 for Spellblade abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SPELLBLADE","-"
"2146","Combat High Quick Cast 2","Cast speed x3.00 for Combat abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_COMBAT","-"
"2147","Combat High Quick Cast 3","Cast speed x3.00 for Combat abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_COMBAT","-"
"2148","Support High Quick Cast 2","Cast speed x3.00 for Support abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SUPPORT","-"
"2149","Support High Quick Cast 3","Cast speed x3.00 for Support abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SUPPORT","-"
"2150","Celerity High Quick Cast 2","Cast speed x3.00 for Celerity abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_CELERITY","-"
"2151","Celerity High Quick Cast 3","Cast speed x3.00 for Celerity abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_CELERITY","-"
"2152","Dragoon High Quick Cast 2","Cast speed x3.00 for Dragoon abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_DRAGOON","-"
"2153","Dragoon High Quick Cast 3","Cast speed x3.00 for Dragoon abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_DRAGOON","-"
"2154","Monk High Quick Cast 2","Cast speed x3.00 for Monk abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_MONK","-"
"2155","Monk High Quick Cast 3","Cast speed x3.00 for Monk abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_MONK","-"
"2156","Thief High Quick Cast 2","Cast speed x3.00 for Thief abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_THIEF","-"
"2157","Thief High Quick Cast 3","Cast speed x3.00 for Thief abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_THIEF","-"
"2158","Knight High Quick Cast 2","Cast speed x3.00 for Knight abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_KNIGHT","-"
"2159","Knight High Quick Cast 3","Cast speed x3.00 for Knight abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_KNIGHT","-"
"2160","Samurai High Quick Cast 2","Cast speed x3.00 for Samurai abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SAMURAI","-"
"2161","Samurai High Quick Cast 3","Cast speed x3.00 for Samurai abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SAMURAI","-"
"2162","Ninja High Quick Cast 2","Cast speed x3.00 for Ninja abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_NINJA","-"
"2163","Ninja High Quick Cast 3","Cast speed x3.00 for Ninja abilities","3 turns","-","-","CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_NINJA","-"
"2164","Bard High Quick Cast 2","Cast speed x3.00 for Bard abilities","2 turns","-","-","CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_BARD","-"
