"Element","Img","Name","Realm","Rarity","HP","ATK","DEF","MAG","RES","MND","SPD","Passive 1","1","Passive 2","2","Passive 3","3","Passive 4","4","Passive 5","5","Passive 6","6","Passive 7","7","Passive 8","8","Passive 9","9","Passive 10","10","Passive 11","11","Passive 12","12","Ultra Skill Img","Magicite Ultra Skill","Type","Auto Target","Formula","Multiplier","Ultra Skill Element","Time","Effects","Counter","Ultra Skill Name (JP)","Cooldown","Duration","ID","✓"
"Holy","","Unicorn","VI","3","4002","192","148","234","182","195","112","Empower Holy","10","Mind Boon","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","Ultra Healing Horn","NAT","All allies","","","","2.50","Grants [High Regen] and [Astra]","N","【契】ヒールホーン","10.00","20.00","161000048","✓"
"Holy","","Mist Dragon","IV","3","4298","255","183","192","169","194","116","Dampen Light","6","Resistance Boon","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","Ultra Mist Breath","NAT","All enemies","Magical","50.40","Holy","2.50","Four group attacks (12.60 each), grants [Resist Dark 20% (25s)] to all allies","N","【契】霧のブレス","10.00","20.00","161000049","✓"
"Holy","","Seraph","VI","4","3379","188","134","245","192","238","140","Dampen Dark","10","Mind Boon","15","Health Boon","5","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Angel Feathers","WHT","All enemies","","","","2.50","Causes [Status Chance -10%] for 15 seconds, restores HP (82) to all allies","N","【契】エンジェルフェザー","10.00","20.00","161000075","✓"
"Holy","","Evrae","X","4","4693","277","199","208","183","211","136","Empower Holy","15","Attack Boon","15","Surging Power","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Photon Spray","NAT","Random enemies","Magical","78.80","Holy","2.50","Eight random attacks (9.85 each), causes [Debuff Dark 20% (15s)]","N","【契】光弾","10.00","20.00","161000076","✓"
"Holy","","Siren","V","4","3379","188","134","245","192","238","140","Empower Holy","15","Mind Boon","15","Healing Boon","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Lunatic Voice","NAT","All enemies","Magical","63.00","Holy","2.50","Five group attacks (12.60 each), grants [Buff Holy 10% (15s)] to all allies","N","【契】ルナティックボイス","10.00","20.00","161000077","✓"
"Holy","","Madeen","IX","5","4367","271","177","214","195","232","157","Empower Holy","15","Surging Power","15","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Terra Homing","PHY","Lowest HP% enemy","Physical","40.60","Holy","2.50","One single ranged attack (40.60) capped at 99999, causes [Debuff Dark 20% (15s)]","N","【契】テラホーミング","10.00","20.00","161000093","✓"
"Holy","","Lakshmi","VI","5","3649","204","145","265","208","258","161","Dampen Dark","10","Healing Boon","15","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Alluring Embrace","NAT","All enemies","Magical","85.00","Holy","2.50","One single attack (85.00) capped at 99999, grants [Astra] to all allies","N","【契】みわくのほうよう","10.00","20.00","161000094","✓"
"Holy","","Alexander","VI","6","5371","265","232","265","232","232","163","Sanctified Blessing","15","Stat Boon","10","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Divine Judgment","NAT","Lowest HP% enemy","","","","0.01","One single attack that deals 99999 damage, grants [Buff Holy 20% (15s)] to all allies","N","【契】聖なるしんぱん","0.01","10.00","161000103","✓"
"Dark","","Lilith","IV","1","3477","186","115","186","141","139","88","Empower Dark","3","","","","","","","","","","","","","","","","","","","","","","","","-","NAT","-","","","","2.50","","N","-","10.00","20.00","161000050","✓"
"Dark","","Forbidden","VIII","1","3395","186","151","184","121","118","96","Dampen Dark","2","","","","","","","","","","","","","","","","","","","","","","","","-","NAT","-","","","","2.50","","N","-","10.00","20.00","161000051","✓"
"Dark","","Etém","XII","2","3848","205","127","205","155","153","104","Empower Dark","5","Attack Boon","5","","","","","","","","","","","","","","","","","","","","","","-","NAT","-","","","","2.50","","N","-","10.00","20.00","161000052","✓"
"Dark","","Ghoul","FFT","2","3762","205","166","203","134","130","109","Dampen Dark","2","Defense Boon","5","","","","","","","","","","","","","","","","","","","","","","-","NAT","-","","","","2.50","","N","-","10.00","20.00","161000053","✓"
"Dark","","Darkmare","XII","3","3201","187","110","220","192","195","120","Empower Dark","10","Hand of Vengeance","10","Healing Damper","5","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","-","NAT","-","","","","2.50","","N","-","10.00","20.00","161000054","✓"
"Dark","","Phantom","VI","3","4002","192","148","234","182","195","112","Empower Dark","10","Attack Boon","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","Ultra Ghostly Veil","NAT","All allies","","","","2.50","Grants [Holy Blink 1] and [Resist Holy 20% (25s)]","N","【契】バニシングボディー","10.00","20.00","161000055","✓"
"Dark","","Shadow Dragon","IV","3","4298","255","183","192","169","194","116","Dampen Dark","6","Defense Boon","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","Ultra Black Fang","PHY","Random enemy without status","Physical","18.00","Dark","2.50","Six single attacks (3.00 each), causes Sap (100%), causes [Imperil Dark 20%] for 25 seconds","N","【契】黒い牙","10.00","20.00","161000056","✓"
"Dark","","Dragon Zombie","VII","4","4511","245","199","242","159","155","136","Empower Dark","15","Attack Boon","15","Damage Push","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Shadow Flare","NAT","All enemies","Magical","63.00","Dark","2.50","Five group attacks (12.60 each), causes [Debuff Holy 20% (15s)]","N","【契】シャドウフレア","10.00","20.00","161000078","✓"
"Dark","","Necrophobe","V","4","3484","203","120","240","209","212","140","Dampen Light","10","Defense Boon","15","Spell Ward","5","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Flare","NAT","Lowest HP% enemy","Magical","78.72","Dark","2.50","Eight single attacks (9.84 each), grants [Holy Stoneskin: Magicite 30%] to all allies","N","【契】フレア","10.00","20.00","161000079","✓"
"Dark","","Hades","VII","4","4604","245","150","245","185","182","142","Empower Dark","15","Hand of Vengeance","15","Healing Damper","10","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Black Cauldron","NAT","All enemies","Magical","63.00","Dark","2.50","Five group attacks (12.60 each), causes [Poison], [Confuse], [Sleep], [Paralyze], [Silence] and [Slow] (10%), grants [Buff Dark 10% (15s)] to all allies","N","【契】暗黒の釜","10.00","20.00","161000080","✓"
"Dark","","Ark","IX","5","5267","259","249","203","145","187","182","Empower Dark","15","Mind Boon","20","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Eternal Darkness","PHY","Lowest HP% enemy","Physical","40.60","Dark","2.50","One single ranged attack (40.60) capped at 99999, grants [Holy Blink 1] to all allies","N","【契】暗黒の運命","10.00","20.00","161000095","✓"
"Dark","","Deathgaze","VI","5","4987","265","163","265","199","197","162","Dampen Light","10","Hand of Vengeance","15","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Ominous Encounter","NAT","All enemies","Magical","85.00","Dark","2.50","One group attack (85.00) capped at 99999, causes [Debuff Holy 20% (15s)]","N","【契】不吉なる邂逅","10.00","20.00","161000096","✓"
"Dark","","Diablos","XI","6","5371","265","232","265","232","232","163","Gloomshade Blessing","15","Stat Boon","10","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Ruinous Omen","NAT","Lowest HP% enemy","","","","0.01","One single attack that deals 99999 damage, grants [Buff Dark 20% (15s)] to all allies","N","【契】ルイナスオーメン","0.01","10.00","161000104","✓"
"Poison","","Orthros","VI","6","7151","354","321","354","321","321","163","Octovenom Blessing","15","Stat Boon","10","[Inheritance Slot]","-","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","Ultra Octopus Ink","NAT","Lowest HP% enemy","","","","0.01","One single attack that deals 99999 damage, grants [Buff Poison 20% (15s)] to all allies","N","【契】オルトロス","0.01","10.00","161000149","✓"
"Prismatic","","Odin (Ultra Attack) (Fire)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Fire","15","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000105","✓"
"Prismatic","","Odin (Ultra Attack) (Ice)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Ice","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000106",""
"Prismatic","","Odin (Ultra Attack) (Lightning)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Lightning","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000107",""
"Prismatic","","Odin (Ultra Attack) (Earth)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Earth","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000108",""
"Prismatic","","Odin (Ultra Attack) (Wind)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Wind","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000109",""
"Prismatic","","Odin (Ultra Attack) (Water)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Water","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000110",""
"Prismatic","","Odin (Ultra Attack) (Holy)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Holy","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Dark Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000111",""
"Prismatic","","Odin (Ultra Attack) (Dark)","-","","6023","301","260","267","260","260","186","Argent Sage's Blessing","15","Lord's Seal: Dark","15","[Lord's Seal: Fire Slot]","-","[Lord's Seal: Ice Slot]","-","[Lord's Seal: Wind Slot]","-","[Lord's Seal: Earth Slot]","-","[Lord's Seal: Lightning Slot]","-","[Lord's Seal: Water Slot]","-","[Lord's Seal: Holy Slot]","-","[Lord's Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Zantetsuken","PHY","Lowest HP% enemy","Physical","3.70","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (3.70) capped at 99999, ignores DEF","N","【契】斬鉄剣","0.01","15.00","161000112",""
