Realm,Character,Img,Sphere,S. Lv 1,S. Lv 2,S. Lv 3,S. Lv 4,S. Lv 5,Requisites,Mote 1 Required,,,,,,Mote 2 Required,,,,,,Mote 3 Required,,,,,,Mote 4 Required,,,,,
II,Maria,,Ranger,MAG +1,RES +1,MAG +1,HP +60,MAG +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
II,Maria,,Devout,MND +3,HP +100,MND +3,RES +6,White Magic 3★ -> 4★,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
II,Maria,,Magus,BLK dam. +3%,HP +100,MAG +5,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
II,Maria,,Ninja,RES +3,RES +3,HP +160,MAG +5,MAG +6,"Black Mage, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
II,Guy,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Guy,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
II,Guy,,Monk,DEF +1,RES +1,ATK +1,HP +80,Monk dam. +3%,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
II,Guy,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,ATK +5,Warrior,Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
II,Guy,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,Axe dmg. +3%,"Warrior, Knight",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Guy,,Master,DEF +3,ATK +4,ATK +5,HP +180,Earth dam. +3%,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Guy,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
II,Leon,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Leon,,Knight,DEF +1,ATK +1,HP +100,DEF +1,Knight dam. +3%,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
II,Leon,,Red Mage,DEF +1,ATK +1,DEF +1,HP +60,DEF +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
II,Leon,,Warmage,DEF +3,ATK +3,HP +180,ATK +4,ATK +5,Warrior,Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Leon,,Dark Knight,Darkness dam. +3%,DEF +3,HP +220,ATK +5,Darkness dam. +6%,"Warrior, Knight",Dexterity (4★),2,3,5,7,9,Vitality (4★),3,7,10,13,16,,,,,,,,,,,,
II,Leon,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,ATK +5,"Knight, Red Mage",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
II,Leon,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
II,Minwu,,White Mage,MND +1,HP +40,MND +1,MND +1,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
II,Minwu,,Red Mage,RES +1,MND +1,RES +1,HP +60,MND +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
II,Minwu,,Bard,RES +1,MND +1,RES +1,HP +55,RES +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
II,Minwu,,Devout,WHT heals +3%,RES +3,HP +100,MND +5,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
II,Minwu,,Sage,MND +3,RES +3,MND +4,RES +6,Holy dam. +3%,"White Mage, Red Mage",Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Minwu,,Time Mage,RES +2,MND +2,HP +120,MND +5,Silence Imm. (minor),"Red Mage, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Gordon,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
II,Gordon,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Gordon,,Red Mage,RES +1,DEF +1,RES +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
II,Gordon,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,Support dam. +3%,Knight,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Gordon,,Berserker,ATK +3,ATK +3,ATK +4,ATK +6,Spear dam. +3%,"Warrior, Knight",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
II,Gordon,,Spellblade,ATK +3,DEF +3,HP +170,ATK +5,Fire dam. +3%,"Knight, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Leila,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Leila,,Thief,ATK +1,DEF +1,ATK +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
II,Leila,,Ranger,ATK +1,DEF +1,ATK +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
II,Leila,,Viking,ATK +2,HP +150,DEF +4,ATK +5,Dagger dam. +3%,Warrior,Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
II,Leila,,Ninja,Thief dam. +3%,DEF +3,HP +160,ATK +6,Thief dam. +6%,"Warrior, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
II,Leila,,Cannoneer,ATK +3,DEF +3,HP +150,ATK +6,PHY +3%,"Thief, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
II,Leila,,Mug Bloodlust,Thief 5★ -> 6★,Mug Bloodlust x1,Thief dam. +3%,-,-,Thief (5★) x1,Thief (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
II,Ricard,,Warrior,ATK +1,HP +70,ATK +1,DEF +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Ricard,,Knight,ATK +1,DEF +1,HP +100,ATK +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
II,Ricard,,Ranger,ATK +1,DEF +1,ATK +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
II,Ricard,,Gladiator,ATK +3,ATK +4,HP +200,ATK +5,Spear dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Ricard,,Paladin,DEF +3,ATK +3,HP +200,ATK +6,Enable Knight 4★,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Ricard,,Dragoon,Dragoon dam. +3%,ATK +4,HP +220,ATK +5,Dragoon dam. +6%,"Knight, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
II,Ricard,,Sky High,Dragoon 5★ -> 6★,Sky High x1,Dragoon dam. +3%,-,-,Dragoon (5★) x1,Dragoon (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
II,Josef,,Monk,DEF +1,RES +1,ATK +1,ATK +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
II,Josef,,Thief,RES +1,DEF +1,ATK +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
II,Josef,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Josef,,Master,RES +3,DEF +4,HP +200,ATK +6,Monk dam. +6%,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Josef,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,ATK +5,"Monk, Thief",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
II,Josef,,Gladiator,DEF +3,ATK +3,HP +200,DEF +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Josef,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
II,Emperor,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
II,Emperor,,White Mage,MND +1,MND +1,RES +1,HP +60,RES +2,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
II,Emperor,,Red Mage,MAG +1,DEF +1,MAG +1,HP +60,DEF +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
II,Emperor,,Magus,RES +3,MAG +4,HP +150,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
II,Emperor,,Sage,MND +3,MAG +3,RES +6,MAG +6,Silence Imm. (minor),"Black Mage, White Mage",Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Emperor,,Geomancer,DEF +3,MND +3,HP +150,MAG +6,Dark dam. +3%,"White Mage, Red Mage",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
II,Hilda,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
II,Hilda,,Bard,RES +1,MND +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
II,Hilda,,Dancer,RES +1,MND +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
II,Hilda,,Devout,MND +2,HP +100,RES +3,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
II,Hilda,,Sage,MND +2,RES +3,HP +120,MND +5,Silence Imm. (minor),"White Mage, Bard",Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Hilda,,Geomancer,RES +3,MND +3,HP +130,RES +6,Sleep Imm. (minor),"Bard, Dancer",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
II,Hilda,,Allegro con Moto,Bard 5★ -> 6★,Allegro con Moto x1,WHT heals +3%,-,-,Bard (5★) x1,Bard (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
II,Scott,,Knight,DEF +1,ATK +1,HP +100,DEF +1,ATK +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
II,Scott,,White Mage,DEF +1,HP +40,DEF +1,DEF +2,DEF +2,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
II,Scott,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
II,Scott,,Spellblade,Spellblade dam. +3%,DEF +3,HP +170,ATK +6,Spellblade dam. +6%,Knight,Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
II,Scott,,Paladin,DEF +3,ATK +3,DEF +4,HP +250,DEF +6,"Knight, White Mage, Warrior",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Scott,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
II,Scott,,Snowspell Strike,Spellblade 5★ -> 6★,Snowspell Strike x1,Spellblade dam. +3%,-,-,Spellblade (5★) x1,Spellblade (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
III,Luneth,,Red Mage,ATK +1,ATK +1,DEF +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
III,Luneth,,Knight,DEF +1,ATK +1,HP +100,ATK +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
III,Luneth,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
III,Luneth,,Spellblade,ATK +4,HP +170,ATK +5,Spellblade 4★ -> 5★,Spellblade dam. +6%,Red Mage,Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Luneth,,Warmage,ATK +4,HP +180,ATK +5,Darkness 4★ -> 5★,Darkness dam. +6%,"Red Mage, Knight",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Luneth,,Dragoon,ATK +4,HP +220,ATK +5,Support 3★ -> 4★,Dragoon dam. +6%,"Knight, Warrior",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
III,Luneth,,Sky High,Dragoon 5★ -> 6★,Sky High x1,Dragoon dam. +3%,-,-,Dragoon (5★) x1,Dragoon (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
III,Arc,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
III,Arc,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
III,Arc,,Bard,DEF +1,MND +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
III,Arc,,Devout,MND +3,HP +100,RES +3,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
III,Arc,,Magus,MAG +3,HP +100,RES +3,MAG +6,Black Magic 3★ -> 4★,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
III,Arc,,Summoner,MND +3,MAG +3,HP +120,MAG +6,Silence Imm. (minor),"Black Mage, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Refia,,Monk,DEF +1,ATK +1,DEF +1,HP +60,Monk dam. +3%,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
III,Refia,,Ranger,ATK +1,DEF +1,RES +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
III,Refia,,Thief,ATK +1,DEF +1,ATK +1,HP +55,DEF +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
III,Refia,,Master,DEF +3,ATK +3,HP +200,ATK +5,Monk dam. +6%,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
III,Refia,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,"Monk, Ranger",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
III,Refia,,Ninja,ATK +3,RES +3,HP +160,ATK +6,Enable Ninja 4★,"Ranger, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
III,Refia,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
III,Ingus,,Knight,DEF +1,ATK +1,HP +100,DEF +2,Knight dam. +3%,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
III,Ingus,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
III,Ingus,,Ranger,DEF +1,RES +1,DEF +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
III,Ingus,,Paladin,DEF +3,ATK +3,DEF +5,HP +250,Knight dam. +6%,Knight,Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
III,Ingus,,Gladiator,ATK +3,DEF +3,HP +200,DEF +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
III,Ingus,,Samurai,RES +3,DEF +3,HP +170,ATK +6,Enable Samurai 3★,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
III,Ingus,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
III,Desch,,Warrior,ATK +1,HP +70,ATK +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
III,Desch,,Red Mage,MAG +1,ATK +1,MAG +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
III,Desch,,Black Mage,MAG +1,HP +40,MAG +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
III,Desch,,Gladiator,ATK +3,HP +120,ATK +3,ATK +5,Sword BLK dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
III,Desch,,Spellblade,ATK +3,HP +100,MAG +3,MAG +6,Lightning dam. +3%,"Warrior, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Desch,,Magus,MAG +3,HP +100,MAG +4,MAG +6,BLK dam. +6%,"Red Mage, Black Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
III,Desch,,Penalty Snipe,Machinist 5★ -> 6★,Penalty Snipe x1,Machinist dam. +3%,-,-,Machinist (5★) x1,Machinist (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
III,Onion Knight,,Knight,DEF +1,ATK +1,HP +80,ATK +1,DEF +2,-,Vitality (3★),2,3,4,6,7,Bravery (3★),1,2,3,4,5,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Warrior,ATK +1,HP +60,DEF +1,ATK +1,ATK +2,-,Vitality (3★),1,2,3,4,5,Bravery (3★),2,3,4,6,7,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Ranger,ATK +1,DEF +1,ATK +1,HP +50,ATK +2,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),1,1,1,2,2,Bravery (3★),1,2,3,4,5,Onion Knight (5★),1,0,0,0,0
III,Onion Knight,,Viking,ATK +3,ATK +3,DEF +5,ATK +6,Support 3★ -> 5★,Knight,Vitality (4★),2,3,5,7,8,Bravery (4★),1,2,2,3,4,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Gladiator,ATK +3,HP +150,ATK +6,Sword dam. +3%,Combat 3★ -> 5★,"Warrior, Knight",Dexterity (4★),1,1,1,2,2,Vitality (4★),1,2,3,4,5,Bravery (4★),1,2,3,4,5,Onion Knight (5★),1,0,0,0,0
III,Onion Knight,,Ninja,ATK +3,HP +120,ATK +6,ATK +6,Celerity 3★ -> 5★,"Warrior, Ranger",Dexterity (4★),1,2,3,4,5,Vitality (4★),1,2,3,4,5,Wisdom (4★),1,1,1,2,2,Onion Knight (5★),1,0,0,0,0
III,Onion Knight,,Black Mage,MAG +1,HP +35,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,2,2,3,4,Wisdom (3★),2,3,5,7,8,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Red Mage,RES +1,MAG +1,MND +1,HP +50,MAG +2,-,Spirit (3★),1,2,3,4,5,Vitality (3★),1,1,1,2,2,Wisdom (3★),1,2,3,4,5,Onion Knight (5★),1,0,0,0,0
III,Onion Knight,,White Mage,MND +1,HP +35,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),2,3,5,7,8,Wisdom (3★),1,2,2,3,4,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Magus,MAG +3,MAG +4,MAG +6,BLK dam. +6%,Black Magic 3★ -> 5★,Black Mage,Spirit (4★),1,2,2,3,4,Wisdom (4★),2,3,5,7,8,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Sage,MAG +4,MND +4,MAG +4,MND +6,MAG +6,"Black Mage, Red Mage, White Mage",Spirit (4★),1,2,3,4,5,Vitality (4★),1,1,1,2,2,Wisdom (4★),1,2,3,4,5,Onion Knight (5★),1,0,0,0,0
III,Onion Knight,,Devout,MND +4,HP +80,MND +6,WHT heals +6%,White Magic 3★ -> 5★,White Mage,Spirit (4★),2,3,5,7,8,Wisdom (4★),1,2,2,3,4,Onion Knight (5★),1,0,0,0,0,,,,,,
III,Onion Knight,,Stitch in Time,Ninja 5★ -> 6★,Stitch in Time x1,Ninja dam. +3%,-,-,Ninja (5★) x1,Ninja (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
III,Cloud of Darkness,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
III,Cloud of Darkness,,White Mage,MND +1,HP +40,RES +1,MND +2,MND +2,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
III,Cloud of Darkness,,Red Mage,DEF +1,MAG +1,DEF +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
III,Cloud of Darkness,,Magus,MAG +3,HP +100,RES +4,MAG +6,Dark dam. +3%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
III,Cloud of Darkness,,Sage,MND +3,MAG +3,MND +6,MAG +6,BLK dam. +6%,"Black Mage, White Mage",Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Cloud of Darkness,,Warmage,DEF +3,DEF +4,HP +180,MAG +6,Darkness dam. +6%,"White Mage, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Aria,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
III,Aria,,Dancer,MND +1,RES +1,MND +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
III,Aria,,Bard,RES +1,MND +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
III,Aria,,Devout,MND +3,HP +100,MND +3,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
III,Aria,,Illusionist,RES +3,MND +3,HP +130,MND +4,RES +6,"White Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Aria,,Time Mage,RES +2,RES +2,HP +120,RES +5,Silence Imm. (minor),"Dancer, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
III,Aria,,Allegro con Moto,Bard 5★ -> 6★,Allegro con Moto x1,WHT heals +3%,-,-,Bard (5★) x1,Bard (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IV,Cecil (Dark Knight),,Monk,DEF +1,RES +1,ATK +1,ATK +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
