"Realm","Character","Img","Name","Tier","SB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID","Anima","GL","✓"
"Core","Biggs","","Unshackled Power","LBO","LBO1","PHY","Single enemy","Physical","24.00","Earth, Holy","2.50","Three single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [100% Critical 2] and [High Quick Cast 2] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Greatsword (Core)","オレ様流・マッスル全開","23310006","10","✓","✓"
"Core","Biggs","","Humongous Strike?","AASB","AASB1","PHY","Single enemy","Physical","9.00","Earth, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [Attach Earth], [Awoken Earth], [Damage Cap +10000], [Our Bond Follow-Up] and [Mighty Severance] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Defender (Core)","オレ様流・大々々切斬？","23310007","11","✓","✓"
"Core","Biggs","","Agent's Strike","Glint+","Glint+1","PHY","Single enemy","Physical","3.36","Earth","0.01","One single attack (3.36) capped at 99999, grants [Attach Earth with Stacking] to the user","N","Lowest HP% enemy","0","ATK +10","","Tyrfing (Core)","オレ様流・特務官の一撃","23310008","7","✓","✓"
"Core","Biggs","","Awoken Boulder Blow","DASB","DASB1","PHY","Single enemy","Physical","6.30","Earth, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Earth with Stacking], [Damage Cap +10000], [Dual Awoken Earth Mode I (Biggs)] and [Earth Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Ragnarok (Core)","覚醒オレ様流・聖岩裂斬","23310009","","✓","✓"
"Core","Biggs","","Awoken Boulder Blow (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Earth Mode II (Biggs)], removes [Dual Awoken Earth Mode I (Biggs)]","N","Self","0","","","Ragnarok (Core)","覚醒オレ様流・聖岩裂斬","23310009","","✓","✓"
"Core","Biggs","","Knight of the Round (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Earth with Stacking], [Instant Cast 2], [Arcane Dyad Empowered: Biggs], [Knight of the Round Damage Tracker] and [Knight of the Round Level]","N","Self","0","","Stat Boon","Excalibur (Core)","オレ様流・円卓騎士","23310011","15","✓","✓"
"Core","Biggs","","Knight of the Round","ADSB","ADSB1","PHY","Single enemy","Physical","30.00","Earth, Holy, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Knight of the Round level 0/1/2, removes Arcane Dyad Empowered: Biggs from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Excalibur (Core)","オレ様流・円卓騎士","23310011","15","✓","✓"
"Core","Biggs","","Zenith Brave Slash","ZSB","ZSB1","PHY","Single enemy","Physical","6.30","Earth, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Earth 3 with Stacking], [Zenith Mode], [Zenith Mode: Biggs (Dark, Earth)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Save the Queen (Core)","究極オレ様流ブレイバー","23310014","","","✓"
"Core","Biggs","","Prime Earth Splitter","AASB","AASB2","PHY","Single enemy","Physical","9.00","Earth, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [Instant Cast 1] and [Buff Earth 10% (15s)]/[Instant Cast 1] and [Buff Prismatic 10% (15s)]/[Instant Cast 1], [Buff Prismatic 20% (15s)] and [Weakness +30% Boost (15s)] to all allies if 0-1/2-3/4+ Core/Beyond allies are alive, grants [Attach Earth with Stacking], [Awoken Earth] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Ultima Shield (Core)","オレ様流・大地弾打断","23310015","","","✓"
"Core","Biggs","","Woven Bond: Biggs","LBC","LBC1","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Core/Beyond Chain (max 150, field +0%) or adds 25 to the current Core/Beyond Chain maximum limit, grants [Chain Force Mode: Biggs] and [Instant ATB 1] to the user
","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Enhancer (Core)","紡絆・ビッグス","23310016","","","✓"
"Core","Biggs","","Prime Chivalry","Glint+","Glint+2","NAT","","","","","0.01","Grants [Quick Cast 3] and [Soul Break Gauge +250]","N","Self","0","ATK +10","","Kaiser Shield (Core)","オレ様流・騎士道","23310017","","","✓"
"Core","Biggs","","Radiant Avalanche Raid","CASB","CASB1","PHY","Single enemy","Physical","6.30","Earth, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Earth with Stacking], [Damage Cap +10000], [Crystal Force Mode], and [Crystal Force Mode: Biggs (Earth)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Astral Sword (Core)","耀光アバランチレイド","23310018","","","✓"
"Core","Biggs","","Divine Might: Biggs","OZSB","OZSB1","PHY","Single enemy","Physical","51.20","Earth","2.50","Seven single attacks (2.60/2.80/2.90/3.00 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (11.00 each) capped at 99999.  Multiplier/cap requirements: 0-2/3-4/5+ Earth abilities equipped on allies/5+ Earth abilities equipped on allies and 2+ allies with Attach Earth","N","Lowest HP% enemy","250","","Damage Up, Cast Time Down","Falchion (Core)","神威・ビッグス","23310019","","","✓"
"Core","Biggs","","Continuous Flash: Biggs","Glint++","Glint++1","PHY","Single enemy","Physical","","Earth, Holy, NE","0.01","One single attack (?) with 100% critical rate capped at 199,999, Grants [Instant ATB 1] to the user","N","Lowest HP% enemy","0","","Earth Damage Up, DRB","Festive Garb (Core)","連閃・ビッグス","23310020","","","✓"
"Core","Biggs","","Starry Resolute Determination","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast; If user receives ATK/MND/DEF/RES debuff, chases with ATK/MND/DEF/RES +15% for 8 seconds to party (max 1 chase)
Interval Chase: 10 single-target Earth/NE physical attacks, 50 SB Charge, Hero Boost +30/35/40/45/50% to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Earth/Holy/NE piercing physical attack at True Cap Break Level 1, removes Master Mode","N","Self","750","","","Apocalypse (Core)","極星オレ様流・剛毅果断","23310021","","",""
"Core","Biggs","","Roaring Spirited Strike","ASB","ASB1","PHY","Single enemy","Physical","","Earth, NE","0.01","5 single-target Earth/NE physical attacks, Instant Cast, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Earth Ability High Boost & chases 1/2/3+ Earth abilities with single-target Earth/Holy/NE physical attack at Cap Break Level 4/6/8","N","Lowest HP% enemy","250","","","Biggs's Coat (Core)","轟・気合の剣撃","23310023","","",""
"Core","Wedge","","Remedy!","Default","Default","NAT","All allies","","","","2.50","Removes negative effects","N","All allies","250","","","-","万能薬っス！","23320001","","✓","✓"
"Core","Wedge","","Trickster","USB","USB1","NAT","Single enemy","Hybrid","","Wind, Lightning, NE","2.50","Ten single hybrid ranged attacks (0.70 or 1.68 each), grants [ATK and DEF +30%] or [DEF and MAG +30%] for 25 seconds, [Attach Wind] and [Aeroburst Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Main Gauche (Core)","トリックスター","23320002","3","✓","✓"
"Core","Wedge","","Fairy Stars","Glint","Glint1","NAT","Single enemy","Hybrid","","Wind, NE","0.01","Six single hybrid ranged attacks (0.52 or 1.25 each), grants [Attach Wind Stacking] and [Attach Wind] to the user","N","Lowest HP% enemy","250","ATK +5, MAG +5","","Ripper (Core)","フェアリースター","23320003","3","✓","✓"
"Core","Wedge","","Great Chain-Cast","USB","USB2","BLK","Single enemy","Magical","16.50","Fire, Wind, Ice, NE","2.50","Ten single attacks (1.65 each), grants [Black Magic +50% Boost 2], [Magical Instant Cast 2] and [Magic Purge Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","","Scholar's Cap (Core)","大連続じゅもん","23320004","","","✓"
"Core","Wedge","","Slime Shower","Glint","Glint2","PHY","All enemies","Physical","5.52","Fire, Water, Wind, NE","0.01","Twelve group ranged attacks (0.46 each)","N","All enemies","250","ATK +10","","Slime Fan (Core)","スライムシャワー","23320005","","","✓"
"Core","Wedge","","Flying Star","SASB","SASB1","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [ATK, DEF and MAG +30% (25s)] to all allies, grants [Attach Wind 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Smooth Sailing!] to the user","N","Lowest HP% enemy","500","","Damage Up, SB Gauge Down","Crescent Knife (Core)","フライングスター","23320006","","✓","✓"
"Core","Wedge","","Tornado Star","LBO","LBO1","NAT","Single enemy","Hybrid","","Wind","2.50","Three single hybrid ranged attacks (1.00 or 3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF and RES, 100% additional critical chance, grants [Instant Cast 3] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Wedge's Guise (Core)","トルネドスター","23320007","10","✓","✓"
"Core","Wedge","","Mach Star","AASB","AASB1","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Attach Wind with Stacking], [Awoken Wind], [Damage Cap +10000], [Quick Cast] and [Wondrous Mirage Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Air Knife (Core)","マッハスター","23320008","11","✓","✓"
"Core","Wedge","","Awoken Trickster","DASB","DASB1","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Seven single hybrid attacks (0.90/3.05 each) capped at 19999, grants [Critical Chance +50% (25s)]/[MAG and RES +30% (25s)] to the user, grants [Attach Wind with Stacking], [Damage Cap +10000], [Dual Awoken Wind Mode I (Wedge)] and [Wind Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Valiant Knife (Core)","覚醒トリックスター","23320009","","✓","✓"
"Core","Wedge","","Awoken Trickster (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Wind Mode II (Wedge)], removes [Dual Awoken Wind Mode I (Wedge)]","N","Self","0","","","Valiant Knife (Core)","覚醒トリックスター","23320009","","✓","✓"
"Core","Wedge","","Star Drive (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Wind with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Wedge], [Star Drive Ability Tracker] and [Star Drive Level]","N","Self","0","","Stat Boon","Liberator (Core)","スタードライブ","23320011","15","✓","✓"
"Core","Wedge","","Star Drive","ADSB","ADSB1","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Twenty single hybrid attacks (1.00/1.10/1.20 or 3.15/3.50/3.85 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00 or 34.60/38.06/41.52) capped at 99999 at Star Drive level 0/1/2, removes Arcane Dyad Empowered: Wedge from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Liberator (Core)","スタードライブ","23320011","15","✓","✓"
"Core","Wedge","","Zenith Tornado Star","ZSB","ZSB1","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Seven single attacks (? each) capped at 19999, grants [Attach Wind 3 with Stacking], [Damage Cap +10000], [Zenith Mode], and [Zenith Mode: Wedge]","N","Lowest HP% enemy","500","","","Phase Cutter (Core)","究極トルネドスター","23320014","","",""
"Core","Wedge","","Divine Might: Wedge","OZSB","OZSB1","NAT","Single enemy","Hybrid","","Wind","2.50","Seven single attacks (?/?/?/? each) capped at 19999/29999/49999/59999, followed by three single ranged piercing attacks (? each) capped at 99999.  Multiplier/cap requirements: 0-2/3-4/5+ Wind abilities on allies/5+ Wind abilities on allies and 2+ allies have Attach Wind","N","Lowest HP% enemy","250","","Damage Up, Cast Time Down","Chaos Rod (Core)","神威・ウェッジ","23320015","","",""
"Core","Wedge","","Awoken Mach Star","DASB","DASB2","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Seven single hybrid attacks (? or ? each) capped at 19999, grants [Attach Wind with Stacking], [Damage Cap +10000], [Dual Awoken Wind Mode I (Wedge II)] and [Wind Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","","Dancing Dagger (Core)","覚醒マッハスター","23320016","","",""
"Core","Wedge","","Awoken Mach Star (Dual Shift)","DASB","DASB2","NAT","Self","","","","0.01","Grants [ATK +50%, MND -50%], [Instant ATB 1], and [Dual Awoken Wind Mode II (Wedge II)] to the user","N","Self","0","","","Dancing Dagger (Core)","覚醒マッハスター","23320016","","",""
"Core","Wedge","","Continuous Flash: Wedge (Wind)","Glint++","Glint++1","NAT","Self","","","","0.01","Grants [Attach Wind with Stacking], [Soul Break Gauge +250], and [200% ATB 1] to the user","N","Self","0","","","Chocobracelet (Core)","連閃・ウェッジ風","23320018","","",""
"Core","Wedge","","Triple Star","AASB","AASB2","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [ATK and MND +30%, DEF and RES +25% (25s)] to all allies, grants [Awoken Wind Agent], [Damage Cap +10000] to the user, and cause [Imperil Prismatic 10% (15s)]/[Imperil Prismatic 30% (15s)] if there are 0-3/4+ Thief or Job/Beyond allies","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Mage Masher (Core)","トリプルスター","23320019","","",""
"Core","Wedge","","Fated Bond: Wedge","CSB","CSB1","NAT","All allies","","","","0.01","Activates Thief Chain (max 150, +50% field), grants [ATK +50% (25s)] and [Haste] to all allies","N","All allies","500","ATK +5, MAG +5","","Wedge's Scarf (Core)","絆・ウェッジ天命","23320020","","",""
"Core","Wedge","","Radiant Flying Star","CASB","CASB1","NAT","Single enemy","Hybrid","","Wind, NE","2.50","7 single hybrid attacks (0.90 or 3.05 each) capped at 19999, grants [Attach Wind with Stacking], [Damage Cap +10000], [Crystal Force Mode], and Crystal Force Mode: Wedge to the user
Crystal Force Mode: Wedge: Wind Ability Boost, Dualcast Wind, Zero Hone Cost to Wind Abilities & 25% DEF/RES Pierce","N","Lowest HP% enemy","500","","CT/DMG","Platinum Dagger (Core)","耀光フライングスター","23320021","","",""
"Core","Wedge","","Roaring Wedge Tornado","ASB","ASB1","NAT","Single enemy","Hybrid","","Wind, NE","0.01","5 single-target Wind/NE hybrid attacks (0.80 or 2.60 each), Instant Cast, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Wind Ability High Boost & chases Wind abilities with 6 single-target Wind/NE hybrid attacks, Wind Damage +10% to user for 5 seconds","N","Lowest HP% enemy","250","","","Danjuro (Core)","轟・ウェッジトルネード","23320022","","",""
"Core","Wedge","","Star Shower","CSB","CSB2","NAT","All allies","","","","0.01","Activates Wind Limit Chain (150) & 30% Wind Field, ATK +50% or MAG +50% to party","N","All allies","500","ATK +5, MAG +5","","Orichalcum Dirk (Core)","スターシャワー","23320023","","",""
"Core","Wedge","","Starry Trick Drive","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Wind/NE hybrid attacks, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Wind/NE hybrid attack at True Cap Break Level 1, [True Cap Break Level 1, Instant Cast & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","Wind DMG/MC DMG","Gladius (Core)","極星トリックドライブ","23320024","","",""
